date,pe,pb,roe
2025-01-02,10.19596919,1.04437634,
2025-01-03,10.19596919,1.04437634,
2025-01-06,10.12776873,1.03739055,
2025-01-07,9.95726757,1.01992606,
2025-01-08,10.07661838,1.0321512,
2025-01-09,9.87201699,1.01119382,
2025-01-10,9.75266618,0.99896867,
2025-01-13,9.53101468,0.97626484,
2025-01-14,9.73561607,0.99722223,
2025-01-15,9.71856595,0.99547578,
2025-01-16,9.73561607,0.99722223,
2025-01-17,9.7697163,1.00071512,
2025-01-20,9.1530847,1.00246157,
2025-01-21,9.08930014,0.99547578,
2025-01-22,9.05740786,0.99198288,
2025-01-23,9.18497698,1.00595447,
2025-01-24,9.18497698,1.00595447,
2025-01-27,9.44011523,1.03389765,
2025-02-05,9.05740786,0.99198288,
2025-02-06,9.12119242,0.99896867,
2025-02-07,9.1530847,1.00246157,
2025-02-10,9.18497698,1.00595447,
2025-02-11,9.18497698,1.00595447,
2025-02-12,9.1530847,1.00246157,
2025-02-13,9.18497698,1.00595447,
2025-02-14,9.20092312,1.00770092,
2025-02-17,9.20092312,1.00770092,
2025-02-18,9.13713856,1.00071512,
2025-02-19,9.10524628,0.99722223,
2025-02-20,9.00956943,0.98674353,
2025-02-21,9.04146171,0.99023643,
2025-02-24,9.00956943,0.98674353,
2025-02-25,8.81821575,0.96578615,
2025-02-26,8.85010803,0.96927905,
2025-02-27,8.91389259,0.97626484,
2025-02-28,8.86605417,0.9710255,
2025-03-03,8.83416189,0.9675326,
2025-03-04,8.83416189,0.9675326,
2025-03-05,8.83416189,0.9675326,
2025-03-06,8.86605417,0.9710255,
2025-03-07,8.86605417,0.9710255,
2025-03-10,8.83416189,0.9675326,
2025-03-11,8.67470048,0.95006811,
2025-03-12,8.67470048,0.95006811,
2025-03-13,8.67470048,0.95006811,
2025-03-14,8.80226961,0.9640397,
2025-03-17,8.86605417,0.9710255,
2025-03-18,8.97767715,0.98325064,
2025-03-19,8.92983873,0.97801129,
2025-03-20,8.92983873,0.97801129,
2025-03-21,8.97767715,0.98325064,
2025-03-24,8.99362329,0.98499708,
2025-03-25,9.1530847,1.00246157,
2025-03-26,9.21686926,1.00944737,
2025-03-27,9.21686926,1.00944737,
2025-03-28,9.20092312,1.00770092,
2025-03-31,9.24876154,0.98201653,
2025-04-01,8.96733256,0.975244,
2025-04-02,8.84278627,0.96169895,
