date,open,high,low,close,volume
2022-01-04,110.26,115.8,109.58,114.85,186084250.0
2022-01-05,114.85,118.23,112.42,113.64,166144466.0
2022-01-06,113.23,113.5,109.86,111.07,117923201.0
2022-01-07,111.34,116.61,111.34,114.04,202791249.0
2022-01-10,114.04,116.21,111.48,113.5,117146500.0
2022-01-11,113.37,113.64,109.04,111.48,131758607.0
2022-01-12,111.48,111.88,109.04,110.94,85353328.0
2022-01-13,110.94,112.29,108.1,108.23,85259906.0
2022-01-14,107.42,108.64,105.94,106.48,91533585.0
2022-01-17,107.15,108.77,105.53,106.21,100813646.0
2022-01-18,106.48,107.69,105.4,106.75,64885156.0
2022-01-19,106.21,107.15,104.18,104.86,108608261.0
2022-01-20,105.4,110.4,104.18,109.58,168838150.0
2022-01-21,108.77,111.48,107.69,108.1,124480167.0
2022-01-24,107.56,111.88,107.02,110.94,122017740.0
2022-01-25,110.26,110.4,105.53,105.53,131237392.0
2022-01-26,105.53,107.29,102.42,104.32,116960043.0
2022-01-27,104.45,106.07,103.5,103.91,82522519.0
2022-01-28,104.18,105.13,101.88,102.96,76762143.0
2022-02-07,104.99,105.8,102.96,103.91,72767597.0
2022-02-08,103.64,104.72,101.61,103.37,126388132.0
2022-02-09,103.23,107.02,102.96,105.4,178281101.0
2022-02-10,105.53,112.02,104.45,111.34,257076170.0
2022-02-11,111.61,114.72,108.77,109.31,176244530.0
2022-02-14,109.72,109.99,107.29,107.96,101447867.0
2022-02-15,107.96,109.99,107.42,109.31,99145999.0
2022-02-16,109.86,111.48,108.1,108.77,71786746.0
2022-02-17,108.23,110.4,108.1,108.5,68347191.0
2022-02-18,107.56,110.13,107.42,109.45,72541247.0
2022-02-21,109.04,109.58,107.42,108.23,69577585.0
2022-02-22,107.56,107.56,103.77,104.99,112878105.0
2022-02-23,104.72,109.86,104.59,108.64,133792053.0
2022-02-24,108.91,109.18,102.96,104.32,155729515.0
2022-02-25,104.99,107.42,104.99,105.13,84517995.0
2022-02-28,105.13,105.53,101.48,103.37,134296659.0
2022-03-01,103.37,103.77,101.61,103.1,104430623.0
2022-03-02,102.69,102.83,98.37,98.64,183026046.0
2022-03-03,98.64,99.18,97.56,99.05,118916358.0
2022-03-04,98.1,98.64,96.75,97.15,94816748.0
2022-03-07,96.48,97.83,94.72,96.21,105547174.0
2022-03-08,95.94,97.15,92.69,93.23,147150402.0
2022-03-09,93.91,95.13,90.53,94.99,142505245.0
2022-03-10,97.96,97.96,93.23,93.64,159770183.0
2022-03-11,92.02,94.18,89.32,91.75,177457810.0
2022-03-14,90.26,90.8,83.24,83.37,286801462.0
2022-03-15,81.88,82.56,76.48,76.48,327207525.0
2022-03-16,78.78,83.78,76.61,82.7,267665053.0
2022-03-17,86.48,88.51,84.18,86.07,211457923.0
2022-03-18,85.4,87.02,84.32,85.67,151760987.0
2022-03-21,86.48,86.75,82.83,83.78,185544802.0
2022-03-22,83.64,84.86,82.29,84.18,139402717.0
2022-03-23,84.72,84.99,83.1,83.91,116145626.0
2022-03-24,83.1,83.64,82.15,82.43,104544452.0
2022-03-25,83.1,83.24,80.8,81.61,101472201.0
2022-03-28,80.67,81.88,79.99,81.07,83430205.0
2022-03-29,81.34,81.61,79.72,80.13,90955290.0
2022-03-30,81.07,82.7,79.59,82.7,150338246.0
2022-03-31,82.15,84.72,81.61,82.56,126110322.0
2022-04-01,82.43,84.72,81.34,84.05,116391949.0
2022-04-06,83.78,84.86,82.7,83.24,104986760.0
2022-04-07,83.1,83.37,80.8,81.07,91893907.0
2022-04-08,81.61,81.61,79.05,80.53,97418881.0
2022-04-11,80.53,80.67,76.48,76.75,144156237.0
2022-04-12,77.02,80.67,76.89,80.26,160145343.0
2022-04-13,79.72,80.94,78.64,79.32,104471952.0
2022-04-14,79.72,80.8,78.51,79.59,122874316.0
2022-04-15,79.18,80.8,78.78,79.59,80792638.0
2022-04-18,79.05,79.05,76.75,77.7,124470008.0
2022-04-19,77.29,79.45,76.48,77.02,105133093.0
2022-04-20,77.29,78.64,75.67,76.21,149303733.0
2022-04-21,75.53,75.53,72.43,72.56,202526750.0
2022-04-22,72.56,76.21,72.02,75.53,174469940.0
2022-04-25,73.64,74.72,71.34,71.48,147073775.0
2022-04-26,72.16,72.29,68.51,69.05,134754098.0
2022-04-27,68.37,72.83,66.89,72.7,179437031.0
2022-04-28,71.89,72.43,70.13,71.62,97597156.0
2022-04-29,70.53,78.78,69.99,78.78,246705752.0
2022-05-05,78.37,80.26,77.02,79.59,262028772.0
2022-05-06,77.29,79.05,75.53,77.16,170696293.0
2022-05-09,76.75,77.97,76.61,77.29,81383904.0
2022-05-10,75.8,78.24,74.72,77.7,165070226.0
2022-05-11,77.83,82.43,77.29,79.72,203994901.0
2022-05-12,79.18,79.86,77.16,78.1,105354943.0
2022-05-13,78.37,78.64,75.53,76.34,112496241.0
2022-05-16,77.16,79.32,75.4,76.34,139191593.0
2022-05-17,75.26,78.1,75.26,77.83,97270568.0
2022-05-18,78.24,79.05,77.02,78.51,120571558.0
2022-05-19,77.16,77.7,76.21,76.89,114090596.0
2022-05-20,77.43,80.67,76.89,80.13,173760495.0
2022-05-23,79.86,80.4,76.34,77.02,237499226.0
2022-05-24,77.29,77.29,74.05,74.05,129530512.0
2022-05-25,74.05,75.8,73.78,75.67,85390388.0
2022-05-26,75.67,79.72,75.13,78.91,233023667.0
2022-05-27,79.72,80.8,77.16,77.97,153757341.0
2022-05-30,79.05,81.34,79.05,80.67,208947650.0
2022-05-31,80.8,87.56,80.8,86.75,304155563.0
2022-06-01,86.48,87.97,85.4,87.15,213970584.0
2022-06-02,86.21,86.75,84.99,86.07,131857058.0
2022-06-06,86.07,89.99,85.53,88.91,157622738.0
2022-06-07,89.05,89.72,87.97,88.78,85877993.0
2022-06-08,88.78,89.72,87.02,89.18,113806769.0
2022-06-09,88.51,90.94,87.15,88.24,147331800.0
2022-06-10,87.83,87.97,84.59,86.48,233433235.0
2022-06-13,85.94,86.34,82.83,84.45,208803290.0
2022-06-14,83.91,84.72,82.15,84.05,155766805.0
2022-06-15,84.32,88.37,83.37,86.34,177131405.0
2022-06-16,86.21,87.29,85.26,85.67,135589359.0
2022-06-17,84.86,86.34,83.37,86.21,145038696.0
2022-06-20,86.48,88.51,85.67,87.83,124120052.0
2022-06-21,87.69,89.72,87.15,88.24,114125154.0
2022-06-22,88.51,88.91,84.59,84.72,142832721.0
2022-06-23,84.59,85.13,83.51,85.13,97833381.0
2022-06-24,84.86,86.48,84.45,85.8,106634553.0
2022-06-27,86.34,90.67,85.26,87.83,193105668.0
2022-06-28,88.24,89.32,86.61,89.18,103331436.0
2022-06-29,88.24,93.23,88.24,89.86,159973036.0
2022-06-30,91.34,93.37,90.53,90.94,144020371.0
2022-07-01,90.53,91.61,89.05,89.45,73189264.0
2022-07-04,89.32,91.07,87.56,91.07,90755919.0
2022-07-05,91.21,93.51,89.99,91.48,149687794.0
2022-07-06,90.8,91.07,87.02,88.64,190370042.0
2022-07-07,88.51,90.4,87.29,87.97,131105823.0
2022-07-08,88.78,91.61,88.64,89.72,126805733.0
2022-07-11,89.86,89.86,83.78,84.86,206222685.0
2022-07-12,84.72,85.53,83.78,84.18,84004731.0
2022-07-13,84.32,84.86,82.83,83.37,100037750.0
2022-07-14,82.56,85.26,82.43,84.45,87834799.0
2022-07-15,84.32,85.26,83.37,83.64,79442840.0
2022-07-18,83.64,85.94,83.37,85.53,91827297.0
2022-07-19,84.86,86.88,84.86,85.53,58162848.0
2022-07-20,85.94,86.61,84.72,85.26,49890248.0
2022-07-21,85.4,85.4,83.78,83.78,59641041.0
2022-07-22,83.78,84.32,81.34,82.56,83971492.0
2022-07-25,82.56,82.83,80.53,81.34,95086082.0
2022-07-26,81.88,83.64,81.34,82.56,77923826.0
2022-07-27,82.7,82.83,81.07,81.48,79152721.0
2022-07-28,81.88,83.78,81.34,81.88,63392210.0
2022-07-29,81.48,82.02,79.32,79.86,98617900.0
2022-08-01,79.72,80.94,78.51,80.8,49056170.0
2022-08-02,79.72,80.8,77.56,79.59,105815399.0
2022-08-03,80.28,80.69,77.38,77.79,94170080.0
2022-08-04,78.21,80.83,78.21,80.14,88513784.0
2022-08-05,79.86,81.66,79.73,81.38,51006625.0
2022-08-08,81.25,81.52,79.31,79.45,70853025.0
2022-08-09,79.45,80.14,78.62,80.0,40419241.0
2022-08-10,79.59,79.73,77.93,78.62,50769658.0
2022-08-11,79.03,82.49,78.9,82.35,99327900.0
2022-08-12,82.63,83.04,81.25,81.94,46957981.0
2022-08-15,81.52,81.66,80.14,80.14,71658942.0
2022-08-16,80.42,80.69,79.59,80.55,60048670.0
2022-08-17,80.42,82.21,79.17,81.8,85848501.0
2022-08-18,81.52,81.66,79.73,80.83,67347947.0
2022-08-19,80.69,84.01,80.28,81.94,117287553.0
2022-08-22,81.94,83.18,80.28,81.38,64452177.0
2022-08-23,80.97,81.52,79.86,80.0,66030538.0
2022-08-24,79.86,81.25,79.59,79.73,56628797.0
2022-08-25,79.86,82.49,79.17,82.35,97246178.0
2022-08-26,82.9,83.73,81.52,82.07,62878660.0
2022-08-29,81.25,81.94,80.14,81.66,58894944.0
2022-08-30,81.25,82.35,80.28,80.83,54419040.0
2022-08-31,80.97,84.7,80.69,83.73,201426501.0
2022-09-01,83.59,83.59,80.97,81.25,99300971.0
2022-09-02,81.25,81.8,80.42,80.97,59033055.0
2022-09-05,81.11,81.25,77.65,78.07,146659457.0
2022-09-06,78.21,78.76,77.51,78.62,70431677.0
2022-09-07,78.07,78.07,76.69,76.96,89302294.0
2022-09-08,77.1,77.65,76.55,76.69,56254008.0
2022-09-09,76.69,77.93,75.99,77.79,61875960.0
2022-09-13,78.07,80.0,77.93,78.76,83613148.0
2022-09-14,77.79,78.62,77.51,77.79,53639121.0
2022-09-15,77.93,79.45,76.55,76.96,96289882.0
2022-09-16,76.82,76.82,74.2,74.34,103926826.0
2022-09-19,74.48,75.3,73.23,74.61,64072078.0
2022-09-20,74.89,75.72,74.34,75.03,59909938.0
2022-09-21,74.61,74.75,73.37,74.2,56267990.0
2022-09-22,73.78,73.92,71.02,71.3,121217671.0
2022-09-23,71.3,71.57,69.5,71.02,129855797.0
2022-09-26,70.47,72.26,70.05,71.3,112394979.0
2022-09-27,71.71,75.86,70.74,75.44,155377304.0
2022-09-28,75.58,77.1,74.48,75.86,145554373.0
2022-09-29,76.27,76.96,74.61,75.03,73185080.0
2022-09-30,74.89,77.38,74.61,76.27,106995355.0
2022-10-10,76.27,76.55,74.89,75.17,86506596.0
2022-10-11,75.58,75.58,73.65,74.34,86232344.0
2022-10-12,74.89,75.3,72.54,75.17,141147184.0
2022-10-13,75.03,75.72,74.34,74.61,87232015.0
2022-10-14,75.44,77.93,75.17,77.79,136293479.0
2022-10-17,77.79,79.17,76.82,78.48,116874431.0
2022-10-18,78.62,79.45,77.93,78.34,98488758.0
2022-10-19,77.65,77.93,75.58,75.72,88171468.0
2022-10-20,75.3,76.96,75.17,75.58,81658935.0
2022-10-21,75.58,75.86,73.92,74.34,74010176.0
2022-10-24,73.78,74.75,69.09,69.78,177525842.0
2022-10-25,69.09,70.61,68.4,69.09,103788602.0
2022-10-26,69.36,70.47,68.81,69.09,117305533.0
2022-10-27,69.5,69.92,67.7,68.12,123454326.0
2022-10-28,66.88,67.43,63.56,64.8,207735875.0
2022-10-31,62.32,62.87,58.59,61.9,241191640.0
2022-11-01,62.18,67.98,60.93,66.88,235299956.0
2022-11-02,66.88,71.71,66.18,69.92,244639270.0
2022-11-03,68.53,70.33,68.26,69.22,130407602.0
2022-11-04,69.22,75.03,69.09,72.68,285637466.0
