date,pe,pb,roe
2025-01-02,16.88244921,1.33517321,
2025-01-03,16.83312138,1.33127205,
2025-01-06,16.88244921,1.33517321,
2025-01-07,16.91944508,1.33809908,
2025-01-08,16.66047398,1.31761797,
2025-01-09,16.47549462,1.30298861,
2025-01-10,16.17952765,1.27958163,
2025-01-13,15.78490503,1.24837232,
2025-01-14,16.40150288,1.29713687,
2025-01-15,16.3398431,1.29226041,
2025-01-16,16.47549462,1.30298861,
2025-01-17,17.00576878,1.34492612,
2025-01-20,16.82078942,1.33029676,
2025-01-21,16.84545334,1.33224734,
2025-01-22,16.91944508,1.33809908,
2025-01-23,16.75912964,1.3254203,
2025-01-24,17.227744,1.36248135,
2025-01-27,16.82078942,1.33029676,
2025-02-05,16.47549462,1.30298861,
2025-02-06,16.84545334,1.33224734,
2025-02-07,17.227744,1.36248135,
2025-02-10,17.20308009,1.36053077,
2025-02-11,17.05509661,1.34882728,
2025-02-12,17.1414203,1.35565432,
2025-02-13,16.91944508,1.33809908,
2025-02-14,17.20308009,1.36053077,
2025-02-17,17.03043269,1.3468767,
2025-02-18,16.82078942,1.33029676,
2025-02-19,17.1414203,1.35565432,
2025-02-20,17.01810073,1.34590141,
2025-02-21,17.79501403,1.40734473,
2025-02-24,17.80734599,1.40832003,
2025-02-25,17.52371097,1.38588834,
2025-02-26,17.75801816,1.40441886,
2025-02-27,17.54837489,1.38783892,
2025-02-28,17.01810073,1.34590141,
2025-03-03,17.28940379,1.36735781,
2025-03-04,17.32639966,1.37028368,
2025-03-05,17.32639966,1.37028368,
2025-03-06,17.67169446,1.39759183,
2025-03-07,17.42505532,1.37808601,
2025-03-10,17.42505532,1.37808601,
2025-03-11,17.36339553,1.37320955,
2025-03-12,17.5730388,1.3897895,
2025-03-13,17.70869033,1.4005177,
2025-03-14,18.84323038,1.49024446,
2025-03-17,19.21318909,1.51950319,
2025-03-18,18.92955408,1.4970715,
2025-03-19,18.51026754,1.46391161,
2025-03-20,18.69524689,1.47854097,
2025-03-21,19.44749627,1.53803371,
2025-03-24,19.28718083,1.52535493,
2025-03-25,18.47327167,1.46098573,
2025-03-26,18.27596035,1.44538108,
2025-03-27,18.090981,1.43075172,
2025-03-28,18.0046573,1.42392468,
2025-03-31,17.95532947,1.39371411,
2025-04-01,17.90600164,1.38988523,
2025-04-02,17.77035011,1.3793558,
2025-04-03,17.44971923,1.35446804,
2025-04-07,15.71091329,1.21949985,
2025-04-08,15.78490503,1.22524318,
2025-04-09,16.09320396,1.24917371,
2025-04-10,16.56181832,1.28554811,
