date,open,high,low,close,volume
2025-01-02,189.51,189.57,179.31,181.57,11382890.0
2025-01-03,181.85,185.53,180.43,182.2,8911193.0
2025-01-06,181.67,184.51,179.46,182.38,5455117.0
2025-01-07,182.47,186.18,181.89,185.01,7446137.0
2025-01-08,183.67,186.65,178.66,183.68,8529900.0
2025-01-09,185.38,186.48,182.67,182.68,6270341.0
2025-01-10,183.36,185.96,179.76,179.76,7588176.0
2025-01-13,175.45,181.82,175.15,179.62,6023500.0
2025-01-14,181.27,189.37,178.73,189.14,9635767.0
2025-01-15,190.43,194.59,186.86,187.08,8938698.0
2025-01-16,188.69,194.37,185.93,188.69,9172385.0
2025-01-17,187.81,194.71,187.55,189.29,7761678.0
2025-01-20,190.36,192.06,187.97,188.87,5454538.0
2025-01-21,190.0,190.7,186.34,187.56,7514052.0
2025-01-22,186.89,187.37,183.33,185.81,6393951.0
2025-01-23,188.19,191.72,186.25,186.5,7976160.0
2025-01-24,185.68,188.19,185.56,186.16,5665373.0
2025-01-27,186.68,187.98,180.67,180.75,5906760.0
2025-02-05,186.38,186.68,179.61,182.61,8699987.0
2025-02-06,180.82,196.02,180.77,193.28,14156553.0
2025-02-07,192.71,195.73,189.19,192.95,12859296.0
2025-02-10,192.96,193.7,189.34,191.86,9460572.0
2025-02-11,191.86,191.93,186.8,188.1,6984109.0
2025-02-12,191.69,198.15,190.37,197.66,14750830.0
2025-02-13,197.66,197.73,191.3,191.3,8794094.0
2025-02-14,189.7,192.1,187.19,191.22,7883799.0
2025-02-17,191.2,196.49,190.22,193.92,10212512.0
2025-02-18,194.21,199.73,193.21,193.21,15336590.0
2025-02-19,192.71,204.15,192.55,202.01,17845497.0
2025-02-20,201.74,207.65,201.04,205.86,13980039.0
2025-02-21,208.77,215.39,205.75,212.14,15858940.0
2025-02-24,210.77,220.16,210.57,218.9,13752398.0
2025-02-25,215.78,221.8,211.78,214.29,11460074.0
2025-02-26,215.66,216.59,209.57,215.63,10916827.0
2025-02-27,214.51,214.62,205.55,211.29,12057950.0
2025-02-28,212.97,214.67,202.24,205.02,11982642.0
2025-03-03,205.42,206.26,199.1,200.72,9614808.0
2025-03-04,198.73,203.63,196.92,201.64,8181896.0
2025-03-05,201.93,204.7,199.89,203.46,7194660.0
2025-03-06,208.77,218.68,207.92,216.69,14825663.0
2025-03-07,215.39,218.08,213.62,215.45,7588113.0
2025-03-10,213.07,215.28,205.56,206.76,10782447.0
2025-03-11,203.75,209.13,203.45,205.45,6403365.0
2025-03-12,208.75,209.02,201.54,201.6,7378579.0
2025-03-13,201.85,202.62,198.13,200.43,6405297.0
2025-03-14,200.74,205.61,199.23,205.06,7944463.0
2025-03-17,203.85,204.45,199.83,200.44,5627791.0
2025-03-18,202.44,205.29,201.22,204.75,5969511.0
2025-03-19,203.6,204.5,199.11,199.33,4920785.0
2025-03-20,199.33,201.8,194.21,194.41,6224486.0
2025-03-21,193.91,196.92,191.15,191.94,6243930.0
2025-03-24,190.81,195.55,189.09,191.8,6080609.0
2025-03-25,191.9,193.61,190.19,191.57,4202897.0
2025-03-26,191.5,194.1,188.72,189.19,4043601.0
2025-03-27,189.81,193.1,187.19,190.39,5508525.0
2025-03-28,190.72,191.36,184.83,184.99,8680495.0
2025-03-31,184.94,187.06,182.42,185.04,5913335.0
