date,pe,pb,roe
2025-01-02,22.42827639,4.12493965,
2025-01-03,22.43971647,4.12704367,
2025-01-06,22.30243551,4.10179538,
2025-01-07,23.14328137,4.25644117,
2025-01-08,22.39395615,4.11862758,
2025-01-09,22.31387559,4.10389941,
2025-01-10,21.8276722,4.01447837,
2025-01-13,21.656071,3.98291801,
2025-01-14,22.65707798,4.16702013,
2025-01-15,22.34819583,4.11021148,
2025-01-16,22.43399643,4.12599166,
2025-01-17,22.39967619,4.11967959,
2025-01-20,23.33204269,4.29115757,
2025-01-21,23.96124707,4.40687891,
2025-01-22,22.9316399,4.21751672,
2025-01-23,22.66279802,4.16807215,
2025-01-24,23.4350034,4.31009379,
2025-01-27,22.98884029,4.22803684,
2025-02-05,23.12040121,4.25223312,
2025-02-06,23.78392584,4.37426653,
2025-02-07,24.36736991,4.48157177,
2025-02-10,24.40169015,4.48788384,
2025-02-11,24.15572843,4.44264732,
2025-02-12,25.36837689,4.66567389,
2025-02-13,24.83069314,4.56678475,
2025-02-14,24.89933362,4.5794089,
2025-02-17,24.46461058,4.49945597,
2025-02-18,24.07564787,4.42791915,
2025-02-19,24.4531705,4.49735195,
2025-02-20,25.13957529,4.62359341,
2025-02-21,25.7287394,4.73195066,
2025-02-24,25.68297908,4.72353456,
2025-02-25,26.41514418,4.85819212,
2025-02-26,25.71157928,4.72879462,
2025-02-27,25.4999378,4.68987017,
2025-02-28,24.6819721,4.53943244,
2025-03-03,24.2078064,4.45222534,
2025-03-04,23.94461588,4.40382015,
2025-03-05,23.97894508,4.41013387,
2025-03-06,24.2421356,4.45853906,
2025-03-07,23.76152683,4.37014697,
2025-03-10,23.50405784,4.32279407,
2025-03-11,23.04061366,4.23755884,
2025-03-12,23.20081658,4.26702287,
2025-03-13,23.11060133,4.25043075,
2025-03-14,23.47125723,4.31676148,
2025-03-17,23.28234224,4.28201681,
2025-03-18,23.39111148,4.30202132,
2025-03-19,23.31669042,4.28833403,
2025-03-20,23.13922481,4.2556951,
2025-03-21,22.81864179,4.19673445,
2025-03-24,23.50560541,4.32307869,
2025-03-25,23.3453139,4.29359837,
2025-03-26,23.33386451,4.29149263,
