date,open,close,high,low,volume
2024-07-19 15:00:00,3.96,3.98,4.0,3.93,193875888.0
2024-07-22 15:00:00,3.97,3.95,3.99,3.92,189072528.0
2024-07-23 15:00:00,3.95,3.84,3.97,3.82,225112032.0
2024-07-24 15:00:00,3.81,3.73,3.82,3.69,361389696.0
2024-07-25 15:00:00,3.7,3.77,3.78,3.65,228019536.0
2024-07-26 15:00:00,3.77,3.87,3.88,3.76,243924784.0
2024-07-29 15:00:00,3.88,3.85,3.89,3.81,170116512.0
2024-07-30 15:00:00,3.84,3.79,3.85,3.75,213438144.0
2024-07-31 15:00:00,3.79,3.92,3.94,3.78,301401344.0
2024-08-01 15:00:00,3.92,3.9,3.94,3.88,152909216.0
2024-08-02 15:00:00,3.9,3.85,3.93,3.83,161961360.0
2024-08-05 15:00:00,3.81,3.71,3.88,3.7,247044784.0
2024-08-06 15:00:00,3.73,3.77,3.78,3.7,157810912.0
2024-08-07 15:00:00,3.76,3.73,3.78,3.73,107048712.0
2024-08-08 15:00:00,3.72,3.76,3.77,3.7,122058664.0
2024-08-09 15:00:00,3.77,3.71,3.81,3.71,160368288.0
2024-08-12 15:00:00,3.71,3.67,3.72,3.66,140320640.0
2024-08-13 15:00:00,3.67,3.72,3.72,3.66,121488392.0
2024-08-14 15:00:00,3.72,3.7,3.75,3.69,80357736.0
2024-08-15 15:00:00,3.69,3.83,3.86,3.68,291023520.0
2024-08-16 15:00:00,3.83,3.81,3.86,3.79,158033600.0
2024-08-19 15:00:00,3.81,3.85,3.87,3.79,157586752.0
2024-08-20 15:00:00,3.85,3.85,3.88,3.83,128502808.0
2024-08-21 15:00:00,3.84,3.84,3.92,3.82,176414208.0
2024-08-22 15:00:00,3.84,3.85,3.88,3.82,120267048.0
2024-08-23 15:00:00,3.84,3.87,3.88,3.81,151426320.0
2024-08-26 15:00:00,3.88,3.9,3.91,3.84,163020592.0
2024-08-27 15:00:00,3.9,3.76,3.9,3.73,213754544.0
2024-08-28 15:00:00,3.74,3.76,3.79,3.71,119981136.0
2024-08-29 15:00:00,3.75,3.91,3.93,3.74,269064768.0
2024-08-30 15:00:00,3.91,3.91,3.95,3.89,238901632.0
2024-09-02 15:00:00,3.9,3.85,3.94,3.84,177196592.0
2024-09-03 15:00:00,3.83,3.91,3.92,3.83,141901184.0
2024-09-04 15:00:00,3.88,3.91,3.93,3.85,117585840.0
2024-09-05 15:00:00,3.9,3.87,3.92,3.85,116374384.0
2024-09-06 15:00:00,3.87,3.84,3.89,3.83,87038312.0
2024-09-09 15:00:00,3.82,3.79,3.84,3.76,130404064.0
2024-09-10 15:00:00,3.79,3.82,3.83,3.75,124733472.0
2024-09-11 15:00:00,3.81,3.75,3.81,3.73,110825808.0
2024-09-12 15:00:00,3.76,3.7,3.78,3.7,149476176.0
2024-09-13 15:00:00,3.7,3.63,3.73,3.63,140976160.0
2024-09-18 15:00:00,3.64,3.61,3.65,3.56,135865888.0
2024-09-19 15:00:00,3.63,3.7,3.7,3.6,157486688.0
2024-09-20 15:00:00,3.7,3.74,3.74,3.68,159384272.0
