code,name,final_value,total_return_pct,sharpe_ratio,max_drawdown_pct,annual_return_pct,total_trades,win_count,lose_count,win_rate_pct,buy_signals,sell_signals,avg_hold_days,best_trade_pct,worst_trade_pct,stage_3_reached,avg_stage,signal_distribution,data_start,data_end,data_bars,error,signals,trade_log
sh.600926,2016-10-27,999893.52,-0.01,-651.248,0.07,-0.01,1,0,1,0.0,1,1,3.0,-0.01,-0.01,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '红杏出墙', 'price': 9.9084, 'stage': 1, 'stage_name': '试仓(9500股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 9.934, 'stage': 1}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-06', 'entry_price': 9.8998, 'exit_stage': 1, 'pnl': -106.48, 'return_pct': -0.01, 'hold_days': 2}]"
sz.000807,1998-04-08,999602.02,-0.04,-174.663,0.04,-0.04,1,0,1,0.0,1,1,1.0,-0.04,-0.04,0,1.0,"{'MA13金叉MA55': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': 'MA13金叉MA55', 'price': 12.194, 'stage': 1, 'stage_name': '试仓(7700股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '一阴破三线', 'price': 12.0288, 'stage': 1}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-07', 'entry_price': 12.0564, 'exit_stage': 1, 'pnl': -397.98, 'return_pct': -0.04, 'hold_days': 1}]"
sh.600999,2009-11-17,999609.04,-0.04,-177.789,0.04,-0.04,1,0,1,0.0,1,1,3.0,-0.04,-0.04,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '红杏出墙', 'price': 12.6797, 'stage': 1, 'stage_name': '试仓(7400股)'}, {'date': '2023-03-31', 'type': 'sell', 'signal': '空头排列下跌', 'price': 12.6339, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-03', 'entry_price': 12.6797, 'exit_stage': 1, 'pnl': -390.96, 'return_pct': -0.04, 'hold_days': 1}]"
sh.600009,1998-02-18,999467.16,-0.05,-130.601,0.05,-0.05,1,0,1,0.0,1,1,1.0,-0.05,-0.05,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '红杏出墙', 'price': 55.3288, 'stage': 1, 'stage_name': '试仓(1700股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '空头排列下跌', 'price': 55.1064, 'stage': 1}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-07', 'entry_price': 55.3191, 'exit_stage': 1, 'pnl': -532.84, 'return_pct': -0.05, 'hold_days': 1}]"
sh.600741,1996-08-26,999533.64,-0.05,-149.137,0.05,-0.05,1,0,1,0.0,1,1,1.0,-0.05,-0.05,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-17', 'type': 'buy', 'signal': '红杏出墙', 'price': 13.7952, 'stage': 1, 'stage_name': '试仓(6800股)'}, {'date': '2023-04-18', 'type': 'sell', 'signal': '空头排列下跌', 'price': 13.787, 'stage': 1}]","[{'entry_date': '2023-04-18', 'exit_date': '2023-04-19', 'entry_price': 13.8116, 'exit_stage': 1, 'pnl': -466.36, 'return_pct': -0.05, 'hold_days': 1}]"
sh.600111,1997-09-24,999351.23,-0.06,-107.367,0.07,-0.06,1,0,1,0.0,1,1,2.0,-0.06,-0.06,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 26.1312, 'stage': 1, 'stage_name': '试仓(3600股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 25.9539, 'stage': 1}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-06', 'entry_price': 26.1214, 'exit_stage': 1, 'pnl': -648.77, 'return_pct': -0.06, 'hold_days': 1}]"
sh.601669,2011-10-18,999350.88,-0.06,-107.31,0.44,-0.06,1,0,1,0.0,2,1,9.0,-0.06,-0.06,0,2.0,"{'均线多头排列': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '均线多头排列', 'price': 6.4757, 'stage': 1, 'stage_name': '试仓(14600股)'}, {'date': '2023-04-06', 'type': 'buy', 'signal': '确认加仓', 'price': 6.6483, 'stage': 2, 'stage_name': '确认(加38700股)'}, {'date': '2023-04-11', 'type': 'sell', 'signal': '一阴破三线', 'price': 6.5847, 'stage': 2}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-12', 'entry_price': 6.592791932457786, 'exit_stage': 2, 'pnl': -649.12, 'return_pct': -0.06, 'hold_days': 6}]"
sh.600519,2001-08-27,999358.71,-0.06,-108.613,0.38,-0.06,1,0,1,0.0,2,1,6.0,-0.06,-0.06,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 1576.5063, 'stage': 1, 'stage_name': '试仓(100股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 1610.3051, 'stage': 2, 'stage_name': '确认(加100股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': '空头排列下跌', 'price': 1594.4409, 'stage': 2}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-04', 'entry_price': 1603.2268, 'exit_stage': 2, 'pnl': -641.29, 'return_pct': -0.06, 'hold_days': 4}]"
sh.600016,2000-12-19,999265.44,-0.07,-94.895,0.07,-0.07,1,0,1,0.0,1,1,3.0,-0.07,-0.07,0,1.0,"{'放量突破MA55': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '放量突破MA55', 'price': 2.8298, 'stage': 1, 'stage_name': '试仓(33500股)'}, {'date': '2023-03-31', 'type': 'sell', 'signal': '空头排列下跌', 'price': 2.8054, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-03', 'entry_price': 2.8217, 'exit_stage': 1, 'pnl': -734.56, 'return_pct': -0.07, 'hold_days': 1}]"
sz.002648,2011-12-28,999344.13,-0.07,-106.211,0.07,-0.07,1,0,1,0.0,1,1,1.0,-0.07,-0.07,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '红杏出墙', 'price': 14.8905, 'stage': 1, 'stage_name': '试仓(6300股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': '空头排列下跌', 'price': 14.8161, 'stage': 1}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-04', 'entry_price': 14.8905, 'exit_stage': 1, 'pnl': -655.87, 'return_pct': -0.07, 'hold_days': 1}]"
sh.603392,2020-04-29,999336.48,-0.07,-104.994,0.07,-0.07,1,0,1,0.0,1,1,1.0,-0.07,-0.07,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-17', 'type': 'buy', 'signal': '红杏出墙', 'price': 83.7585, 'stage': 1, 'stage_name': '试仓(1100股)'}, {'date': '2023-04-18', 'type': 'sell', 'signal': '空头排列下跌', 'price': 83.5756, 'stage': 1}]","[{'entry_date': '2023-04-18', 'exit_date': '2023-04-19', 'entry_price': 83.7163, 'exit_stage': 1, 'pnl': -663.52, 'return_pct': -0.07, 'hold_days': 1}]"
sh.601018,2010-09-28,999267.66,-0.07,-95.181,3.01,-0.07,1,0,1,0.0,3,1,46.0,-0.07,-0.07,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 3.2266, 'stage': 1, 'stage_name': '试仓(29400股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 3.2981, 'stage': 2, 'stage_name': '确认(加78100股)'}, {'date': '2023-04-14', 'type': 'buy', 'signal': '趋势满仓', 'price': 3.3338, 'stage': 3, 'stage_name': '满仓(加92200股)'}, {'date': '2023-05-15', 'type': 'sell', 'signal': '一阴破三线', 'price': 3.307, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-05-16', 'entry_price': 3.304056134201302, 'exit_stage': 3, 'pnl': -732.34, 'return_pct': -0.07, 'hold_days': 28}]"
sh.600887,1996-03-12,999237.72,-0.08,-91.465,0.08,-0.08,1,0,1,0.0,1,1,1.0,-0.08,-0.08,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '红杏出墙', 'price': 24.5425, 'stage': 1, 'stage_name': '试仓(3800股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '空头排列下跌', 'price': 24.3823, 'stage': 1}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-07', 'entry_price': 24.5256, 'exit_stage': 1, 'pnl': -762.28, 'return_pct': -0.08, 'hold_days': 1}]"
sh.688303,2021-07-22,999163.93,-0.08,-83.444,0.13,-0.08,1,0,1,0.0,1,1,3.0,-0.08,-0.08,0,1.0,"{'放量突破MA55': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '放量突破MA55', 'price': 44.3143, 'stage': 1, 'stage_name': '试仓(2100股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '一阴破三线', 'price': 43.8496, 'stage': 1}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-06', 'entry_price': 44.2688, 'exit_stage': 1, 'pnl': -836.07, 'return_pct': -0.08, 'hold_days': 2}]"
sz.001979,2015-12-30,999138.36,-0.09,-80.984,0.09,-0.09,1,0,1,0.0,1,1,2.0,-0.09,-0.09,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 12.9627, 'stage': 1, 'stage_name': '试仓(7300股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 12.9074, 'stage': 1}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-06', 'entry_price': 12.962700000000002, 'exit_stage': 1, 'pnl': -861.64, 'return_pct': -0.09, 'hold_days': 1}]"
sh.600025,2017-12-15,999131.07,-0.09,-80.31,0.09,-0.09,1,0,1,0.0,1,1,1.0,-0.09,-0.09,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 6.3879, 'stage': 1, 'stage_name': '试仓(14800股)'}, {'date': '2023-03-29', 'type': 'sell', 'signal': '一阴破三线', 'price': 6.3327, 'stage': 1}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-03-30', 'entry_price': 6.3787, 'exit_stage': 1, 'pnl': -868.93, 'return_pct': -0.09, 'hold_days': 1}]"
sh.600795,1997-03-18,999075.87,-0.09,-75.548,0.11,-0.09,1,0,1,0.0,1,1,2.0,-0.09,-0.09,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-10', 'type': 'buy', 'signal': '红杏出墙', 'price': 3.349, 'stage': 1, 'stage_name': '试仓(28300股)'}, {'date': '2023-04-12', 'type': 'sell', 'signal': '空头排列下跌', 'price': 3.3143, 'stage': 1}]","[{'entry_date': '2023-04-11', 'exit_date': '2023-04-13', 'entry_price': 3.3403, 'exit_stage': 1, 'pnl': -924.13, 'return_pct': -0.09, 'hold_days': 2}]"
sh.601066,2018-06-20,998956.92,-0.1,-66.998,0.11,-0.1,1,0,1,0.0,1,1,3.0,-0.1,-0.1,0,1.0,"{'放量突破MA55': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '放量突破MA55', 'price': 25.6126, 'stage': 1, 'stage_name': '试仓(3700股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '空头排列下跌', 'price': 25.4298, 'stage': 1}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-07', 'entry_price': 25.6222, 'exit_stage': 1, 'pnl': -1043.08, 'return_pct': -0.1, 'hold_days': 2}]"
sz.002422,2010-06-03,998986.57,-0.1,-68.941,0.16,-0.1,1,0,1,0.0,1,1,1.0,-0.1,-0.1,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '红杏出墙', 'price': 25.8469, 'stage': 1, 'stage_name': '试仓(3600股)'}, {'date': '2023-03-29', 'type': 'sell', 'signal': '空头排列下跌', 'price': 25.3959, 'stage': 1}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-03-30', 'entry_price': 25.8193, 'exit_stage': 1, 'pnl': -1013.43, 'return_pct': -0.1, 'hold_days': 1}]"
sh.601319,2018-11-16,998900.83,-0.11,-63.609,0.12,-0.11,1,0,1,0.0,1,1,1.0,-0.11,-0.11,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 4.6936, 'stage': 1, 'stage_name': '试仓(20200股)'}, {'date': '2023-03-29', 'type': 'sell', 'signal': '一阴破三线', 'price': 4.6757, 'stage': 1}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-03-30', 'entry_price': 4.7296, 'exit_stage': 1, 'pnl': -1099.17, 'return_pct': -0.11, 'hold_days': 1}]"
sh.688041,2022-08-12,998728.69,-0.13,-55.074,10.29,-0.13,1,0,1,0.0,3,1,13.0,-0.13,-0.13,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=85.54)': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 64.6423, 'stage': 1, 'stage_name': '试仓(1400股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 76.8636, 'stage': 2, 'stage_name': '确认(加3300股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '趋势满仓', 'price': 76.8636, 'stage': 3, 'stage_name': '满仓(加5600股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '移动止损(最高=85.54)', 'price': 74.503, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-11', 'entry_price': 75.28263592233009, 'exit_stage': 3, 'pnl': -1271.31, 'return_pct': -0.13, 'hold_days': 8}]"
sz.002353,2010-02-05,998669.16,-0.13,-52.636,0.13,-0.13,1,0,1,0.0,1,1,1.0,-0.13,-0.13,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-05-24', 'type': 'buy', 'signal': '红杏出墙', 'price': 24.4896, 'stage': 1, 'stage_name': '试仓(3800股)'}, {'date': '2023-05-25', 'type': 'sell', 'signal': '空头排列下跌', 'price': 24.2539, 'stage': 1}]","[{'entry_date': '2023-05-25', 'exit_date': '2023-05-26', 'entry_price': 24.4613, 'exit_stage': 1, 'pnl': -1330.84, 'return_pct': -0.13, 'hold_days': 1}]"
sz.002920,2017-12-26,998697.34,-0.13,-53.763,0.13,-0.13,1,0,1,0.0,1,1,5.0,-0.13,-0.13,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '红杏出墙', 'price': 105.4312, 'stage': 1, 'stage_name': '试仓(900股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': '空头排列下跌', 'price': 106.7516, 'stage': 1}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-04', 'entry_price': 107.4648, 'exit_stage': 1, 'pnl': -1302.66, 'return_pct': -0.13, 'hold_days': 3}]"
sh.601377,2010-10-13,998640.32,-0.14,-51.532,0.16,-0.14,1,0,1,0.0,1,1,1.0,-0.14,-0.14,0,1.0,"{'放量突破MA55': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '放量突破MA55', 'price': 5.9625, 'stage': 1, 'stage_name': '试仓(15900股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '空头排列下跌', 'price': 5.852, 'stage': 1}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-07', 'entry_price': 5.9441, 'exit_stage': 1, 'pnl': -1359.68, 'return_pct': -0.14, 'hold_days': 1}]"
sz.000301,2000-05-29,998612.18,-0.14,-50.499,0.19,-0.14,1,0,1,0.0,1,1,4.0,-0.14,-0.14,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-06-15', 'type': 'buy', 'signal': '红杏出墙', 'price': 11.662, 'stage': 1, 'stage_name': '试仓(8100股)'}, {'date': '2023-06-19', 'type': 'sell', 'signal': '空头排列下跌', 'price': 11.5039, 'stage': 1}]","[{'entry_date': '2023-06-16', 'exit_date': '2023-06-20', 'entry_price': 11.6422, 'exit_stage': 1, 'pnl': -1387.82, 'return_pct': -0.14, 'hold_days': 2}]"
sz.002074,2006-10-18,998478.02,-0.15,-46.098,0.17,-0.15,1,0,1,0.0,1,1,3.0,-0.15,-0.15,0,1.0,"{'放量突破MA55': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-05-11', 'type': 'buy', 'signal': '放量突破MA55', 'price': 28.4536, 'stage': 1, 'stage_name': '试仓(3300股)'}, {'date': '2023-05-12', 'type': 'sell', 'signal': '空头排列下跌', 'price': 27.7719, 'stage': 1}]","[{'entry_date': '2023-05-12', 'exit_date': '2023-05-15', 'entry_price': 28.256, 'exit_stage': 1, 'pnl': -1521.98, 'return_pct': -0.15, 'hold_days': 1}]"
sz.002049,2005-06-06,998478.81,-0.15,-46.122,0.27,-0.15,1,0,1,0.0,1,1,3.0,-0.15,-0.15,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '红杏出墙', 'price': 110.0078, 'stage': 1, 'stage_name': '试仓(800股)'}, {'date': '2023-03-31', 'type': 'sell', 'signal': '空头排列下跌', 'price': 109.0753, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-03', 'entry_price': 112.383, 'exit_stage': 1, 'pnl': -1521.19, 'return_pct': -0.15, 'hold_days': 1}]"
sh.600436,2003-06-16,998372.98,-0.16,-43.16,0.23,-0.16,1,0,1,0.0,1,1,5.0,-0.16,-0.16,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '红杏出墙', 'price': 275.7829, 'stage': 1, 'stage_name': '试仓(300股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '空头排列下跌', 'price': 271.6888, 'stage': 1}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-11', 'entry_price': 275.7829, 'exit_stage': 1, 'pnl': -1627.02, 'return_pct': -0.16, 'hold_days': 3}]"
sh.603260,2017-10-30,998308.36,-0.17,-41.533,0.17,-0.17,1,0,1,0.0,1,1,1.0,-0.17,-0.17,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-05-24', 'type': 'buy', 'signal': '红杏出墙', 'price': 69.3248, 'stage': 1, 'stage_name': '试仓(1300股)'}, {'date': '2023-05-25', 'type': 'sell', 'signal': '空头排列下跌', 'price': 68.6212, 'stage': 1}]","[{'entry_date': '2023-05-25', 'exit_date': '2023-05-26', 'entry_price': 69.8621, 'exit_stage': 1, 'pnl': -1691.64, 'return_pct': -0.17, 'hold_days': 1}]"
sh.600585,2002-02-07,998346.0,-0.17,-42.465,0.5,-0.17,1,0,1,0.0,2,1,6.0,-0.17,-0.17,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-06-13', 'type': 'buy', 'signal': '红杏出墙', 'price': 21.5364, 'stage': 1, 'stage_name': '试仓(4400股)'}, {'date': '2023-06-16', 'type': 'buy', 'signal': '确认加仓', 'price': 22.3244, 'stage': 2, 'stage_name': '确认(加11500股)'}, {'date': '2023-06-19', 'type': 'sell', 'signal': '空头排列下跌', 'price': 22.031, 'stage': 2}]","[{'entry_date': '2023-06-14', 'exit_date': '2023-06-20', 'entry_price': 22.126332075471698, 'exit_stage': 2, 'pnl': -1654.0, 'return_pct': -0.17, 'hold_days': 4}]"
sh.601877,2010-01-21,997853.45,-0.21,-32.853,0.23,-0.21,1,0,1,0.0,1,1,3.0,-0.21,-0.21,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '红杏出墙', 'price': 25.5446, 'stage': 1, 'stage_name': '试仓(3700股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 25.1245, 'stage': 1}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-06', 'entry_price': 25.4898, 'exit_stage': 1, 'pnl': -2146.55, 'return_pct': -0.21, 'hold_days': 2}]"
sh.601658,2019-12-10,997853.18,-0.21,-32.849,0.21,-0.21,1,0,1,0.0,1,1,3.0,-0.21,-0.21,0,1.0,"{'红杏出墙': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '红杏出墙', 'price': 3.9611, 'stage': 1, 'stage_name': '试仓(23900股)'}, {'date': '2023-03-31', 'type': 'sell', 'signal': '一阴破三线', 'price': 3.8214, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-03', 'entry_price': 3.9035, 'exit_stage': 1, 'pnl': -2146.82, 'return_pct': -0.21, 'hold_days': 1}]"
sh.601058,2011-06-30,997772.39,-0.22,-31.679,0.22,-0.22,1,0,1,0.0,1,1,1.0,-0.22,-0.22,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 9.8776, 'stage': 1, 'stage_name': '试仓(9600股)'}, {'date': '2023-03-28', 'type': 'sell', 'signal': '一阴破三线', 'price': 9.6559, 'stage': 1}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-03-29', 'entry_price': 9.8776, 'exit_stage': 1, 'pnl': -2227.61, 'return_pct': -0.22, 'hold_days': 1}]"
sh.601995,2020-11-02,997740.8,-0.23,-31.244,0.24,-0.23,1,0,1,0.0,1,1,3.0,-0.23,-0.23,0,1.0,"{'红杏出墙': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,855,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 39.2082, 'stage': 1, 'stage_name': '试仓(2400股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '一阴破三线', 'price': 38.2069, 'stage': 1}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-07', 'entry_price': 39.1493, 'exit_stage': 1, 'pnl': -2259.2, 'return_pct': -0.23, 'hold_days': 2}]"
sh.600276,2000-10-18,997359.09,-0.26,-26.811,0.42,-0.26,1,0,1,0.0,2,1,10.0,-0.26,-0.26,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '红杏出墙', 'price': 42.5872, 'stage': 1, 'stage_name': '试仓(2200股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 42.3215, 'stage': 2, 'stage_name': '确认(加6000股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '空头排列下跌', 'price': 42.0952, 'stage': 2}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-07', 'entry_price': 42.342614634146344, 'exit_stage': 2, 'pnl': -2640.91, 'return_pct': -0.26, 'hold_days': 7}]"
sh.605117,2021-04-20,997190.48,-0.28,-25.237,0.28,-0.28,1,0,1,0.0,1,1,1.0,-0.28,-0.28,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-11', 'type': 'buy', 'signal': '红杏出墙', 'price': 50.0095, 'stage': 1, 'stage_name': '试仓(1800股)'}, {'date': '2023-04-12', 'type': 'sell', 'signal': '空头排列下跌', 'price': 48.4032, 'stage': 1}]","[{'entry_date': '2023-04-12', 'exit_date': '2023-04-13', 'entry_price': 49.4545, 'exit_stage': 1, 'pnl': -2809.52, 'return_pct': -0.28, 'hold_days': 1}]"
sz.001391,2024-12-30,997216.57,-0.28,-23.571,0.28,-0.28,1,0,1,0.0,1,1,3.0,-0.28,-0.28,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2024-12-30,2026-08-13,393,,"[{'date': '2025-03-27', 'type': 'buy', 'signal': '红杏出墙', 'price': 6.7132, 'stage': 1, 'stage_name': '试仓(14100股)'}, {'date': '2025-03-28', 'type': 'sell', 'signal': '空头排列下跌', 'price': 6.5191, 'stage': 1}]","[{'entry_date': '2025-03-28', 'exit_date': '2025-03-31', 'entry_price': 6.645200000000001, 'exit_stage': 1, 'pnl': -2783.43, 'return_pct': -0.28, 'hold_days': 1}]"
sz.002384,2010-04-09,997234.0,-0.28,-25.625,0.28,-0.28,1,0,1,0.0,1,1,1.0,-0.28,-0.28,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-07', 'type': 'buy', 'signal': '均线多头排列', 'price': 28.7588, 'stage': 1, 'stage_name': '试仓(3300股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '一阴破三线', 'price': 27.8109, 'stage': 1}]","[{'entry_date': '2023-04-10', 'exit_date': '2023-04-11', 'entry_price': 28.6317, 'exit_stage': 1, 'pnl': -2766.0, 'return_pct': -0.28, 'hold_days': 1}]"
sz.302132,2010-08-27,996473.15,-0.35,-20.222,0.35,-0.35,1,0,1,0.0,1,1,1.0,-0.35,-0.35,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-04-26', 'type': 'buy', 'signal': '红杏出墙', 'price': 51.03, 'stage': 1, 'stage_name': '试仓(1800股)'}, {'date': '2023-04-27', 'type': 'sell', 'signal': '空头排列下跌', 'price': 48.9, 'stage': 1}]","[{'entry_date': '2023-04-27', 'exit_date': '2023-04-28', 'entry_price': 50.61, 'exit_stage': 1, 'pnl': -3526.85, 'return_pct': -0.35, 'hold_days': 1}]"
