code,name,final_value,total_return_pct,sharpe_ratio,max_drawdown_pct,annual_return_pct,total_trades,win_count,lose_count,win_rate_pct,buy_signals,sell_signals,avg_hold_days,best_trade_pct,worst_trade_pct,stage_3_reached,avg_stage,signal_distribution,data_start,data_end,data_bars,error,signals,trade_log
sz.300274,2011-11-02,996165.68,-0.38,-18.646,0.38,-0.38,1,0,1,0.0,1,1,2.0,-0.38,-0.38,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 72.8755, 'stage': 1, 'stage_name': '试仓(1300股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 69.4623, 'stage': 1}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-06', 'entry_price': 72.2906, 'exit_stage': 1, 'pnl': -3834.32, 'return_pct': -0.38, 'hold_days': 1}]"
sh.600050,2002-10-09,996048.33,-0.4,-18.11,0.4,-0.4,1,0,1,0.0,1,1,2.0,-0.4,-0.4,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 5.0094, 'stage': 1, 'stage_name': '试仓(18900股)'}, {'date': '2023-03-30', 'type': 'sell', 'signal': '一阴破三线', 'price': 4.792, 'stage': 1}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-03-31', 'entry_price': 4.9913, 'exit_stage': 1, 'pnl': -3951.67, 'return_pct': -0.4, 'hold_days': 2}]"
sh.600160,1998-06-26,995589.69,-0.44,-16.286,0.44,-0.44,1,0,1,0.0,1,1,3.0,-0.44,-0.44,0,1.0,"{'放量突破MA55': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '放量突破MA55', 'price': 16.8857, 'stage': 1, 'stage_name': '试仓(5600股)'}, {'date': '2023-04-04', 'type': 'sell', 'signal': '一阴破三线', 'price': 16.179, 'stage': 1}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-06', 'entry_price': 16.9048, 'exit_stage': 1, 'pnl': -4410.31, 'return_pct': -0.44, 'hold_days': 2}]"
sh.600900,2003-11-18,995579.84,-0.44,-16.251,0.68,-0.44,1,0,1,0.0,2,1,25.0,-0.44,-0.44,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '红杏出墙', 'price': 18.5955, 'stage': 1, 'stage_name': '试仓(5100股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 18.6393, 'stage': 2, 'stage_name': '确认(加13800股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '一阴破三线', 'price': 18.429, 'stage': 2}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-25', 'entry_price': 18.608350793650793, 'exit_stage': 2, 'pnl': -4420.16, 'return_pct': -0.44, 'hold_days': 16}]"
sh.601127,2016-06-15,995265.87,-0.47,-15.212,0.47,-0.47,1,0,1,0.0,1,1,3.0,-0.47,-0.47,0,1.0,"{'MA13金叉MA55': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': 'MA13金叉MA55', 'price': 37.646, 'stage': 1, 'stage_name': '试仓(2500股)'}, {'date': '2023-03-31', 'type': 'sell', 'signal': '一阴破三线', 'price': 37.0393, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-03', 'entry_price': 37.6363, 'exit_stage': 1, 'pnl': -4734.13, 'return_pct': -0.47, 'hold_days': 1}]"
sh.600809,1994-01-06,995229.4,-0.48,-15.1,0.48,-0.48,1,0,1,0.0,1,1,7.0,-0.48,-0.48,0,1.0,"{'红杏出墙': 1, '空头排列下跌': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-27', 'type': 'buy', 'signal': '红杏出墙', 'price': 215.9686, 'stage': 1, 'stage_name': '试仓(400股)'}, {'date': '2023-05-04', 'type': 'sell', 'signal': '空头排列下跌', 'price': 211.4478, 'stage': 1}]","[{'entry_date': '2023-04-28', 'exit_date': '2023-05-05', 'entry_price': 222.93989999999997, 'exit_stage': 1, 'pnl': -4770.6, 'return_pct': -0.48, 'hold_days': 2}]"
sz.301269,2022-07-29,995147.52,-0.49,-14.855,7.94,-0.49,1,0,1,0.0,3,1,15.0,-0.49,-0.49,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=136.13)': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 121.4555, 'stage': 1, 'stage_name': '试仓(700股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 125.7409, 'stage': 2, 'stage_name': '确认(加2000股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 125.7409, 'stage': 3, 'stage_name': '满仓(加3400股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=136.13)', 'price': 122.1813, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-14', 'entry_price': 124.14095409836067, 'exit_stage': 3, 'pnl': -4852.48, 'return_pct': -0.49, 'hold_days': 10}]"
sh.600027,2005-02-03,993723.05,-0.63,-11.615,0.67,-0.63,1,0,1,0.0,1,1,4.0,-0.63,-0.63,0,1.0,"{'均线多头排列': 1, 'MA13死叉MA55': 1}",2023-01-03,2026-08-13,865,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 4.9932, 'stage': 1, 'stage_name': '试仓(19000股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': 'MA13死叉MA55', 'price': 4.7071, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-04', 'entry_price': 4.9932, 'exit_stage': 1, 'pnl': -6276.95, 'return_pct': -0.63, 'hold_days': 2}]"
sh.600372,2001-07-06,993576.51,-0.64,-11.363,0.75,-0.64,1,0,1,0.0,1,1,3.0,-0.64,-0.64,0,1.0,"{'放量突破MA55': 1, '移动止损(最高=17.02)': 1}",2023-01-03,2026-08-13,868,,"[{'date': '2023-04-14', 'type': 'buy', 'signal': '放量突破MA55', 'price': 16.9303, 'stage': 1, 'stage_name': '试仓(5600股)'}, {'date': '2023-04-19', 'type': 'sell', 'signal': '移动止损(最高=17.02)', 'price': 15.6705, 'stage': 1}]","[{'entry_date': '2023-04-17', 'exit_date': '2023-04-20', 'entry_price': 16.8334, 'exit_stage': 1, 'pnl': -6423.49, 'return_pct': -0.64, 'hold_days': 3}]"
sh.601919,2007-06-26,993283.21,-0.67,-10.892,0.67,-0.67,1,0,1,0.0,1,1,4.0,-0.67,-0.67,0,1.0,"{'均线多头排列': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 7.8764, 'stage': 1, 'stage_name': '试仓(12000股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': '一阴破三线', 'price': 7.4354, 'stage': 1}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-04', 'entry_price': 7.9385, 'exit_stage': 1, 'pnl': -6716.79, 'return_pct': -0.67, 'hold_days': 2}]"
sz.000895,1998-12-10,993117.24,-0.69,-10.643,0.8,-0.69,1,0,1,0.0,2,1,10.0,-0.69,-0.69,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-31', 'type': 'buy', 'signal': '放量突破MA55', 'price': 21.1286, 'stage': 1, 'stage_name': '试仓(4400股)'}, {'date': '2023-04-06', 'type': 'buy', 'signal': '确认加仓', 'price': 21.3812, 'stage': 2, 'stage_name': '确认(加12000股)'}, {'date': '2023-04-12', 'type': 'sell', 'signal': '一阴破三线', 'price': 20.9332, 'stage': 2}]","[{'entry_date': '2023-04-03', 'exit_date': '2023-04-13', 'entry_price': 21.31063658536585, 'exit_stage': 2, 'pnl': -6882.76, 'return_pct': -0.69, 'hold_days': 7}]"
sz.000157,2000-10-12,992797.65,-0.72,-10.197,0.81,-0.72,1,0,1,0.0,2,1,13.0,-0.72,-0.72,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '放量突破MA55', 'price': 5.3652, 'stage': 1, 'stage_name': '试仓(17700股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 5.3318, 'stage': 2, 'stage_name': '确认(加48300股)'}, {'date': '2023-04-14', 'type': 'sell', 'signal': '一阴破三线', 'price': 5.2317, 'stage': 2}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-17', 'entry_price': 5.346831363636364, 'exit_stage': 2, 'pnl': -7202.35, 'return_pct': -0.72, 'hold_days': 8}]"
sz.300442,2015-04-24,992628.13,-0.74,-9.976,6.03,-0.74,1,0,1,0.0,3,1,18.0,-0.74,-0.74,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=37.85)': 1}",2023-01-03,2026-08-13,869,,"[{'date': '2023-03-29', 'type': 'buy', 'signal': '均线多头排列', 'price': 35.6817, 'stage': 1, 'stage_name': '试仓(2600股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '确认加仓', 'price': 35.215, 'stage': 2, 'stage_name': '确认(加7300股)'}, {'date': '2023-04-03', 'type': 'buy', 'signal': '趋势满仓', 'price': 35.215, 'stage': 3, 'stage_name': '满仓(加12200股)'}, {'date': '2023-04-14', 'type': 'sell', 'signal': '移动止损(最高=37.85)', 'price': 35.1885, 'stage': 3}]","[{'entry_date': '2023-03-30', 'exit_date': '2023-04-17', 'entry_price': 35.2661, 'exit_stage': 3, 'pnl': -7371.87, 'return_pct': -0.74, 'hold_days': 11}]"
sz.000063,1997-11-18,992344.39,-0.77,-9.627,0.9,-0.77,1,0,1,0.0,1,1,2.0,-0.77,-0.77,0,1.0,"{'均线多头排列': 1, '移动止损(最高=32.57)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 32.4967, 'stage': 1, 'stage_name': '试仓(2900股)'}, {'date': '2023-03-30', 'type': 'sell', 'signal': '移动止损(最高=32.57)', 'price': 29.5085, 'stage': 1}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-03-31', 'entry_price': 32.5714, 'exit_stage': 1, 'pnl': -7655.61, 'return_pct': -0.77, 'hold_days': 2}]"
sh.601111,2006-08-18,991850.89,-0.81,-9.079,1.94,-0.82,1,0,1,0.0,2,1,17.0,-0.81,-0.81,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '放量突破MA55', 'price': 10.77, 'stage': 1, 'stage_name': '试仓(8800股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 11.05, 'stage': 2, 'stage_name': '确认(加23300股)'}, {'date': '2023-04-14', 'type': 'sell', 'signal': '一阴破三线', 'price': 10.68, 'stage': 2}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-17', 'entry_price': 10.91227414330218, 'exit_stage': 2, 'pnl': -8149.11, 'return_pct': -0.81, 'hold_days': 10}]"
sz.000425,1996-08-28,991745.52,-0.83,-8.971,2.49,-0.83,1,0,1,0.0,3,1,27.0,-0.83,-0.83,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '均线多头排列', 'price': 5.9661, 'stage': 1, 'stage_name': '试仓(15900股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 6.3026, 'stage': 2, 'stage_name': '确认(加40900股)'}, {'date': '2023-04-21', 'type': 'buy', 'signal': '趋势满仓', 'price': 6.2389, 'stage': 3, 'stage_name': '满仓(加49300股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '一阴破三线', 'price': 6.0934, 'stage': 3}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-25', 'entry_price': 6.195273986804902, 'exit_stage': 3, 'pnl': -8254.48, 'return_pct': -0.83, 'hold_days': 18}]"
sz.300418,2015-01-21,991415.36,-0.86,-8.648,0.86,-0.86,1,0,1,0.0,1,1,2.0,-0.86,-0.86,0,1.0,"{'均线多头排列': 1, '移动止损(最高=40.92)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 42.3849, 'stage': 1, 'stage_name': '试仓(2200股)'}, {'date': '2023-03-29', 'type': 'sell', 'signal': '移动止损(最高=40.92)', 'price': 37.5224, 'stage': 1}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-03-30', 'entry_price': 40.9171, 'exit_stage': 1, 'pnl': -8584.64, 'return_pct': -0.86, 'hold_days': 2}]"
sh.600031,2003-07-03,990956.85,-0.9,-8.239,0.96,-0.91,1,0,1,0.0,2,1,7.0,-0.9,-0.9,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 16.529, 'stage': 1, 'stage_name': '试仓(5700股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 16.2581, 'stage': 2, 'stage_name': '确认(加15800股)'}, {'date': '2023-04-10', 'type': 'sell', 'signal': '一阴破三线', 'price': 15.9123, 'stage': 2}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-11', 'entry_price': 16.328742325581395, 'exit_stage': 2, 'pnl': -9043.15, 'return_pct': -0.9, 'hold_days': 4}]"
sh.600089,1997-06-18,988295.2,-1.17,-6.496,1.6,-1.18,1,0,1,0.0,3,1,17.0,-1.17,-1.17,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 15.0315, 'stage': 1, 'stage_name': '试仓(6300股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 15.1566, 'stage': 2, 'stage_name': '确认(加17000股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 15.1566, 'stage': 3, 'stage_name': '满仓(加28300股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '一阴破三线', 'price': 14.9203, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-14', 'entry_price': 15.144844186046512, 'exit_stage': 3, 'pnl': -11704.8, 'return_pct': -1.17, 'hold_days': 12}]"
sh.601727,2008-12-05,988017.2,-1.2,-6.359,5.08,-1.21,1,0,1,0.0,3,1,54.0,-1.2,-1.2,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 4.5134, 'stage': 1, 'stage_name': '试仓(21000股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 4.4935, 'stage': 2, 'stage_name': '确认(加57400股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '趋势满仓', 'price': 4.4935, 'stage': 3, 'stage_name': '满仓(加95700股)'}, {'date': '2023-05-23', 'type': 'sell', 'signal': '一阴破三线', 'price': 4.4435, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-05-24', 'entry_price': 4.493500000000001, 'exit_stage': 3, 'pnl': -11982.8, 'return_pct': -1.2, 'hold_days': 34}]"
sz.300408,2014-12-03,987764.49,-1.22,-6.24,1.54,-1.23,1,0,1,0.0,2,1,7.0,-1.22,-1.22,0,2.0,"{'MA13金叉MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-14', 'type': 'buy', 'signal': 'MA13金叉MA55', 'price': 31.8364, 'stage': 1, 'stage_name': '试仓(2900股)'}, {'date': '2023-04-19', 'type': 'buy', 'signal': '确认加仓', 'price': 30.9867, 'stage': 2, 'stage_name': '确认(加8300股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '一阴破三线', 'price': 30.05, 'stage': 2}]","[{'entry_date': '2023-04-17', 'exit_date': '2023-04-24', 'entry_price': 31.13920892857143, 'exit_stage': 2, 'pnl': -12235.51, 'return_pct': -1.22, 'hold_days': 5}]"
sh.601766,2008-08-18,987251.31,-1.27,-6.012,6.33,-1.28,1,0,1,0.0,3,1,45.0,-1.27,-1.27,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=6.24)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '均线多头排列', 'price': 5.3029, 'stage': 1, 'stage_name': '试仓(17900股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 5.968, 'stage': 2, 'stage_name': '确认(加43100股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '趋势满仓', 'price': 5.968, 'stage': 3, 'stage_name': '满仓(加71900股)'}, {'date': '2023-05-12', 'type': 'sell', 'signal': '移动止损(最高=6.24)', 'price': 5.7463, 'stage': 3}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-05-15', 'entry_price': 5.830649962377729, 'exit_stage': 3, 'pnl': -12748.69, 'return_pct': -1.27, 'hold_days': 27}]"
sz.000630,1996-11-20,984873.78,-1.51,-5.158,2.19,-1.52,1,0,1,0.0,2,1,11.0,-1.51,-1.51,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-14', 'type': 'buy', 'signal': '红杏出墙', 'price': 3.0774, 'stage': 1, 'stage_name': '试仓(30800股)'}, {'date': '2023-04-19', 'type': 'buy', 'signal': '确认加仓', 'price': 3.1964, 'stage': 2, 'stage_name': '确认(加80700股)'}, {'date': '2023-04-27', 'type': 'sell', 'signal': '一阴破三线', 'price': 2.9949, 'stage': 2}]","[{'entry_date': '2023-04-17', 'exit_date': '2023-04-28', 'entry_price': 3.1518869058295964, 'exit_stage': 2, 'pnl': -15126.22, 'return_pct': -1.51, 'hold_days': 9}]"
sz.002027,2004-08-04,984125.21,-1.59,-4.942,1.67,-1.6,1,0,1,0.0,2,1,7.0,-1.59,-1.59,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '移动止损(最高=5.63)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-30', 'type': 'buy', 'signal': '放量突破MA55', 'price': 5.5597, 'stage': 1, 'stage_name': '试仓(17000股)'}, {'date': '2023-04-04', 'type': 'buy', 'signal': '确认加仓', 'price': 5.4368, 'stage': 2, 'stage_name': '确认(加47400股)'}, {'date': '2023-04-06', 'type': 'sell', 'signal': '移动止损(最高=5.63)', 'price': 5.1994, 'stage': 2}]","[{'entry_date': '2023-03-31', 'exit_date': '2023-04-07', 'entry_price': 5.435268322981366, 'exit_stage': 2, 'pnl': -15874.79, 'return_pct': -1.59, 'hold_days': 4}]"
sh.601901,2011-08-10,983957.45,-1.6,-4.896,4.32,-1.62,1,0,1,0.0,3,1,27.0,-1.6,-1.6,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 6.8722, 'stage': 1, 'stage_name': '试仓(13800股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 6.804, 'stage': 2, 'stage_name': '确认(加37800股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 6.804, 'stage': 3, 'stage_name': '满仓(加63100股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '一阴破三线', 'price': 6.687, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-24', 'entry_price': 6.803584481255449, 'exit_stage': 3, 'pnl': -16042.55, 'return_pct': -1.6, 'hold_days': 18}]"
sz.300832,2020-05-12,983302.72,-1.67,-4.727,1.7,-1.68,1,0,1,0.0,2,1,6.0,-1.67,-1.67,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-28', 'type': 'buy', 'signal': '放量突破MA55', 'price': 56.5673, 'stage': 1, 'stage_name': '试仓(1600股)'}, {'date': '2023-03-31', 'type': 'buy', 'signal': '确认加仓', 'price': 56.8461, 'stage': 2, 'stage_name': '确认(加4500股)'}, {'date': '2023-04-03', 'type': 'sell', 'signal': '一阴破三线', 'price': 54.4113, 'stage': 2}]","[{'entry_date': '2023-03-29', 'exit_date': '2023-04-04', 'entry_price': 56.79599344262295, 'exit_stage': 2, 'pnl': -16697.28, 'return_pct': -1.67, 'hold_days': 4}]"
sh.600918,2020-06-03,983257.53,-1.67,-4.715,5.45,-1.69,1,0,1,0.0,3,1,42.0,-1.67,-1.67,1,3.0,"{'放量突破MA55': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=7.63)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-11', 'type': 'buy', 'signal': '放量突破MA55', 'price': 6.8811, 'stage': 1, 'stage_name': '试仓(13800股)'}, {'date': '2023-04-14', 'type': 'buy', 'signal': '确认加仓', 'price': 6.9397, 'stage': 2, 'stage_name': '确认(加37100股)'}, {'date': '2023-04-28', 'type': 'buy', 'signal': '趋势满仓', 'price': 7.3013, 'stage': 3, 'stage_name': '满仓(加41600股)'}, {'date': '2023-05-23', 'type': 'sell', 'signal': '移动止损(最高=7.63)', 'price': 6.9983, 'stage': 3}]","[{'entry_date': '2023-04-12', 'exit_date': '2023-05-24', 'entry_price': 7.135894810810811, 'exit_stage': 3, 'pnl': -16742.47, 'return_pct': -1.67, 'hold_days': 27}]"
sz.300316,2012-05-11,982662.18,-1.73,-4.573,3.03,-1.75,1,0,1,0.0,2,1,21.0,-1.73,-1.73,0,2.0,"{'红杏出墙': 1, '确认加仓': 1, '移动止损(最高=68.65)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-03', 'type': 'buy', 'signal': '红杏出墙', 'price': 65.246, 'stage': 1, 'stage_name': '试仓(1400股)'}, {'date': '2023-04-07', 'type': 'buy', 'signal': '确认加仓', 'price': 66.3836, 'stage': 2, 'stage_name': '确认(加3900股)'}, {'date': '2023-04-24', 'type': 'sell', 'signal': '移动止损(最高=68.65)', 'price': 62.8751, 'stage': 2}]","[{'entry_date': '2023-04-04', 'exit_date': '2023-04-25', 'entry_price': 66.42777358490567, 'exit_stage': 2, 'pnl': -17337.82, 'return_pct': -1.73, 'hold_days': 14}]"
sh.601881,2017-01-23,981968.63,-1.8,-4.42,5.26,-1.82,1,0,1,0.0,3,1,27.0,-1.8,-1.8,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 9.6517, 'stage': 1, 'stage_name': '试仓(9800股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 9.3478, 'stage': 2, 'stage_name': '确认(加27600股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 9.3478, 'stage': 3, 'stage_name': '满仓(加46000股)'}, {'date': '2023-04-21', 'type': 'sell', 'signal': '一阴破三线', 'price': 9.1452, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-24', 'entry_price': 9.34291534772182, 'exit_stage': 3, 'pnl': -18031.37, 'return_pct': -1.8, 'hold_days': 18}]"
sh.600875,1995-10-10,980599.94,-1.94,-4.149,1.94,-1.96,1,0,1,0.0,2,1,14.0,-1.94,-1.94,0,2.0,"{'放量突破MA55': 1, '确认加仓': 1, '一阴破三线': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-05-17', 'type': 'buy', 'signal': '放量突破MA55', 'price': 17.5069, 'stage': 1, 'stage_name': '试仓(5400股)'}, {'date': '2023-05-22', 'type': 'buy', 'signal': '确认加仓', 'price': 17.4702, 'stage': 2, 'stage_name': '确认(加14700股)'}, {'date': '2023-05-31', 'type': 'sell', 'signal': '一阴破三线', 'price': 16.5159, 'stage': 2}]","[{'entry_date': '2023-05-18', 'exit_date': '2023-06-01', 'entry_price': 17.428850746268658, 'exit_stage': 2, 'pnl': -19400.06, 'return_pct': -1.94, 'hold_days': 10}]"
sh.600118,1997-09-08,980471.26,-1.95,-4.125,5.33,-1.97,1,0,1,0.0,3,1,17.0,-1.95,-1.95,1,3.0,"{'均线多头排列': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=29.59)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-03-27', 'type': 'buy', 'signal': '均线多头排列', 'price': 29.6318, 'stage': 1, 'stage_name': '试仓(3200股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '确认加仓', 'price': 28.4278, 'stage': 2, 'stage_name': '确认(加9000股)'}, {'date': '2023-03-30', 'type': 'buy', 'signal': '趋势满仓', 'price': 28.4278, 'stage': 3, 'stage_name': '满仓(加15100股)'}, {'date': '2023-04-13', 'type': 'sell', 'signal': '移动止损(最高=29.59)', 'price': 27.4925, 'stage': 3}]","[{'entry_date': '2023-03-28', 'exit_date': '2023-04-14', 'entry_price': 28.221654578754578, 'exit_stage': 3, 'pnl': -19528.74, 'return_pct': -1.95, 'hold_days': 12}]"
sh.600019,2000-12-12,980096.48,-1.99,-4.058,4.83,-2.01,1,0,1,0.0,3,1,21.0,-1.99,-1.99,1,3.0,"{'放量突破MA55': 1, '确认加仓': 1, '趋势满仓': 1, '移动止损(最高=6.10)': 1}",2023-01-03,2026-08-13,875,,"[{'date': '2023-04-04', 'type': 'buy', 'signal': '放量突破MA55', 'price': 5.5602, 'stage': 1, 'stage_name': '试仓(17000股)'}, {'date': '2023-04-10', 'type': 'buy', 'signal': '确认加仓', 'price': 5.6636, 'stage': 2, 'stage_name': '确认(加45500股)'}, {'date': '2023-04-17', 'type': 'buy', 'signal': '趋势满仓', 'price': 6.0602, 'stage': 3, 'stage_name': '满仓(加50600股)'}, {'date': '2023-04-26', 'type': 'sell', 'signal': '移动止损(最高=6.10)', 'price': 5.6636, 'stage': 3}]","[{'entry_date': '2023-04-06', 'exit_date': '2023-04-27', 'entry_price': 5.836772502210433, 'exit_stage': 3, 'pnl': -19903.52, 'return_pct': -1.99, 'hold_days': 15}]"
