date,pe,pb,roe
2025-01-02,33.67704136,2.47852632,
2025-01-03,32.81070669,2.41476676,
2025-01-06,32.89321476,2.4208391,
2025-01-07,33.41576583,2.45929725,
2025-01-08,33.01697685,2.42994761,
2025-01-09,32.79695535,2.41375471,
2025-01-10,32.37066369,2.38238096,
2025-01-13,32.57693385,2.3975618,
2025-01-14,33.67704136,2.47852632,
2025-01-15,33.33325776,2.45322491,
2025-01-16,33.1269876,2.43804406,
2025-01-17,33.34700911,2.45423697,
2025-01-20,33.33325776,2.45322491,
2025-01-21,33.30575508,2.4512008,
2025-01-22,33.16824164,2.44108023,
2025-01-23,33.38826314,2.45727314,
2025-01-24,33.45701986,2.46233342,
2025-01-27,32.72819863,2.40869443,
2025-02-05,32.83820938,2.41679088,
2025-02-06,33.42951717,2.46030931,
2025-02-07,34.08958168,2.50888802,
2025-02-10,34.19959243,2.51698447,
2025-02-11,33.89706287,2.49471923,
2025-02-12,34.33710587,2.52710503,
2025-02-13,34.2821005,2.52305681,
2025-02-14,34.26834915,2.52204475,
2025-02-17,34.51587334,2.54026177,
2025-02-18,33.69079271,2.47953838,
2025-02-19,34.14458706,2.51293624,
2025-02-20,33.92456555,2.49674334,
2025-02-21,34.70839216,2.55443056,
2025-02-24,34.32335453,2.52609298,
2025-02-25,33.89706287,2.49471923,
2025-02-26,34.90091098,2.56859935,
2025-02-27,35.0659271,2.58074403,
2025-02-28,33.73204674,2.48257455,
2025-03-03,33.52577658,2.4673937,
2025-03-04,33.51202524,2.46638164,
2025-03-05,33.49827389,2.46536959,
2025-03-06,34.51587334,2.54026177,
2025-03-07,33.82830615,2.48965894,
2025-03-10,33.52577658,2.4673937,
2025-03-11,33.56703061,2.47042987,
2025-03-12,33.62203599,2.4744781,
2025-03-13,33.34700911,2.45423697,
2025-03-14,34.33710587,2.52710503,
2025-03-17,34.33710587,2.52710503,
2025-03-18,34.21334378,2.51799653,
2025-03-19,34.1583384,2.5139483,
2025-03-20,33.69079271,2.47953838,
2025-03-21,33.11323626,2.43703201,
2025-03-24,33.07198223,2.43399584,
2025-03-25,32.93446879,2.42387527,
2025-03-26,32.87946341,2.41982705,
2025-03-27,33.0307282,2.43095967,
2025-03-28,26.30945569,2.47953838,
2025-03-31,25.94434488,2.39338949,
2025-04-01,26.29871714,2.42608065,
2025-04-02,26.53496531,2.44787476,
2025-04-03,26.54570386,2.4488654,
2025-04-07,25.16043048,2.32107267,
2025-04-08,24.91344375,2.29828792,
2025-04-09,25.23560035,2.32800716,
2025-04-10,25.33224733,2.33692293,
2025-04-11,25.53627985,2.35574512,
2025-04-14,25.51480274,2.35376383,
2025-04-15,25.37520155,2.3408855,
2025-04-16,25.40741721,2.34385742,
2025-04-17,25.26781601,2.33097908,
2025-04-18,25.2248618,2.32701652,
2025-04-21,25.37520155,2.3408855,
2025-04-22,25.37520155,2.3408855,
2025-04-23,25.35372444,2.33890421,
2025-04-24,25.24633891,2.3289978,
2025-04-25,25.46110997,2.34881063,
2025-04-28,25.27855457,2.33196972,
2025-04-29,24.85975099,2.29333471,
2025-04-30,23.01865839,2.30423177,
2025-05-06,23.1868945,2.32107267,
2025-05-07,23.45409302,2.34781999,
2025-05-08,23.48378175,2.35079191,
2025-05-09,23.1868945,2.32107267,
2025-05-12,23.73118779,2.37555794,
2025-05-13,23.61243289,2.36367025,
2025-05-14,24.10724498,2.41320232,
2025-05-15,23.57284793,2.35970768,
2025-05-16,23.32544188,2.33494165,
2025-05-19,23.32544188,2.33494165,
2025-05-20,23.27596067,2.32998844,
2025-05-21,23.21658322,2.32404459,
2025-05-22,23.16710201,2.31909139,
2025-05-23,22.81083731,2.2834283,
2025-05-26,22.71187489,2.27352189,
2025-05-27,22.73166737,2.27550317,
2025-05-28,22.62280871,2.26460611,
2025-05-29,22.81083731,2.2834283,
2025-05-30,22.74156362,2.27649381,
2025-06-03,22.880111,2.29036279,
2025-06-04,23.09782832,2.3121569,
2025-06-05,23.43430054,2.3458387,
2025-06-06,23.12751705,2.31512882,
2025-06-09,23.43430054,2.3458387,
2025-06-10,23.03845087,2.30621305,
2025-06-11,23.40461182,2.34286678,
2025-06-12,23.38481933,2.3408855,
2025-06-13,23.17699825,2.32008203,
2025-06-16,23.45409302,2.34781999,
2025-06-17,23.60253665,2.36267961,
2025-06-18,23.37492309,2.33989486,
2025-06-19,22.98896966,2.30125984,
2025-06-20,22.80094107,2.28243766,
2025-06-23,22.98896966,2.30125984,
2025-06-24,23.5431592,2.35673576,
2025-06-25,24.26558485,2.42905258,
2025-06-26,23.88952766,2.39140821,
2025-06-27,23.780669,2.38051115,
2025-06-30,23.80046149,2.33623144,
2025-07-01,23.67181034,2.32360317,
2025-07-02,23.63222538,2.31971754,
2025-07-03,23.69160283,2.32554598,
2025-07-04,23.6619141,2.32263176,
2025-07-07,23.64212162,2.32068895,
2025-07-08,23.92911263,2.34885972,
2025-07-09,23.90932015,2.34691691,
2025-07-10,24.07755626,2.36343081,
2025-07-11,24.95832178,2.44988595,
2025-07-14,24.6317458,2.41782955,
2025-07-15,24.68122701,2.42268658,
2025-07-16,24.61195331,2.41588674,
2025-07-17,25.48282259,2.50137046,
2025-07-18,25.37396393,2.490685,
2025-07-21,25.50261507,2.50331328,
2025-07-22,25.68074743,2.52079858,
2025-07-23,25.68074743,2.52079858,
2025-07-24,26.01721965,2.55382639,
2025-07-25,25.83908729,2.53634108,
2025-07-28,25.98753092,2.55091217,
2025-07-29,26.02711589,2.5547978,
2025-07-30,25.82919105,2.53536968,
2025-07-31,25.30469024,2.48388516,
2025-08-01,25.09686916,2.46348563,
2025-08-04,25.21562406,2.4751425,
2025-08-05,25.5323038,2.50622749,
2025-08-06,25.54220004,2.5071989,
2025-08-07,25.66095494,2.51885577,
2025-08-08,25.36406769,2.48971359,
2025-08-11,25.6510587,2.51788437,
2025-08-12,25.81929481,2.53439827,
2025-08-13,26.0073234,2.55285498,
2025-08-14,25.90836099,2.54314092,
2025-08-15,26.94746637,2.64513855,
2025-08-18,27.51155216,2.7005087,
2025-08-19,27.04642879,2.65485261,
2025-08-20,27.26414611,2.67622355,
2025-08-21,26.75943778,2.62668184,
2025-08-22,27.43238222,2.69273745,
2025-08-25,27.62041081,2.71119416,
2025-08-26,27.4026935,2.68982323,
2025-08-27,26.60109791,2.61113934,
2025-08-28,27.19487242,2.6694237,
2025-08-29,24.78903235,2.75490743,
2025-09-01,24.53554789,2.72673666,
2025-09-02,24.25584089,2.69565167,
2025-09-03,23.47790582,2.60919653,
2025-09-04,23.31182979,2.59073982,
2025-09-05,23.4953875,2.61113934,
2025-09-08,23.14575376,2.5722831,
2025-09-09,23.11079039,2.56839748,
2025-09-10,22.87478761,2.54216952,
2025-09-11,23.38175654,2.59851107,
2025-09-12,23.10204954,2.56742607,
2025-09-15,23.10204954,2.56742607,
2025-09-16,23.13701292,2.5713117,
2025-09-17,23.30308895,2.58976841,
2025-09-18,23.37301569,2.59753966,
2025-09-19,22.8922693,2.54411233,
2025-09-22,22.94471436,2.54994077,
2025-09-23,22.46396796,2.49651343,
2025-09-24,22.64752568,2.51691296,
2025-09-25,22.46396796,2.49651343,
2025-09-26,22.29789194,2.47805672,
2025-09-29,23.32931148,2.59268263,
2025-09-30,23.44294244,2.54214422,
2025-10-09,23.45168329,2.54309208,
2025-10-10,23.41671991,2.53930066,
2025-10-13,23.28560726,2.52508285,
2025-10-14,23.11953123,2.50707363,
2025-10-15,23.32057063,2.52887427,
2025-10-16,23.38175654,2.53550924,
2025-10-17,22.85730592,2.47863801,
2025-10-20,22.84856508,2.47769016,
2025-10-21,23.10204954,2.50517792,
2025-10-22,22.83108339,2.47579445,
2025-10-23,22.97093689,2.49096011,
2025-10-24,23.17197629,2.51276075,
2025-10-27,23.47790582,2.54593564,
2025-10-28,23.38175654,2.53550924,
2025-10-29,23.71390859,2.57152769,
2025-10-30,23.28560726,2.52508285,
2025-10-31,20.28535093,2.48242942,
2025-11-03,20.10720543,2.46062878,
2025-11-04,19.98327812,2.44546312,
2025-11-05,19.96778721,2.44356741,
2025-11-06,19.99102358,2.44641098,
2025-11-07,19.83611445,2.4274539,
2025-11-10,20.09171452,2.45873308,
2025-11-11,19.89033265,2.43408887,
2025-11-12,19.82836899,2.42650604,
2025-11-13,19.86709628,2.43124531,
2025-11-14,19.60375075,2.39901828,
2025-11-17,19.37913251,2.37153052,
