date,pe,pb,roe
2025-01-02,34.20407791,1.97064131,
2025-01-03,33.62318324,1.93717351,
2025-01-06,33.31712045,1.91953995,
2025-01-07,32.77370285,1.88823136,
2025-01-08,32.35520884,1.86412016,
2025-01-09,32.19905436,1.85512344,
2025-01-10,31.77431416,1.83065236,
2025-01-13,31.94920718,1.84072869,
2025-01-14,32.82991847,1.89147018,
2025-01-15,32.7299796,1.88571228,
2025-01-16,32.66127162,1.88175373,
2025-01-17,33.16721215,1.9109031,
2025-01-20,33.07976564,1.90586493,
2025-01-21,32.81117993,1.89039058,
2025-01-22,32.45514771,1.86987806,
2025-01-23,32.23028525,1.85692278,
2025-01-24,32.39893209,1.86663924,
2025-01-27,32.44265535,1.86915832,
2025-02-05,31.93046864,1.83964908,
2025-02-06,32.40517827,1.86699911,
2025-02-07,33.10475036,1.90730441,
2025-02-10,33.47952111,1.92889653,
2025-02-11,34.57260249,1.99187357,
2025-02-12,35.48454467,2.0444144,
2025-02-13,34.4789098,1.98647553,
2025-02-14,34.41644801,1.98287685,
2025-02-17,33.5732138,1.93429456,
2025-02-18,33.34210517,1.92097942,
2025-02-19,33.55447527,1.93321496,
2025-02-20,34.90365,2.01094661,
2025-02-21,34.56011014,1.99115383,
2025-02-24,34.11038522,1.96524328,
2025-02-25,34.36647858,1.9799979,
2025-02-26,34.69752608,1.99907094,
2025-02-27,34.47266362,1.98611567,
2025-02-28,33.68564503,1.9407722,
2025-03-03,34.12287758,1.96596301,
2025-03-04,33.8168148,1.94832945,
2025-03-05,33.56072145,1.93357483,
2025-03-06,33.90426131,1.95336761,
2025-03-07,34.00420018,1.95912551,
2025-03-10,34.35398622,1.97927816,
2025-03-11,34.5413716,1.99007422,
2025-03-12,34.44767891,1.98467619,
2025-03-13,34.34774004,1.97891829,
2025-03-14,34.63506429,1.99547225,
2025-03-17,34.80371113,2.00518871,
2025-03-18,34.60383339,1.99367291,
2025-03-19,34.82244967,2.00626832,
2025-03-20,35.07854302,2.02102293,
2025-03-21,34.4789098,1.98647553,
2025-03-24,34.22906263,1.97208078,
2025-03-25,34.75374169,2.00230976,
2025-03-26,34.76623405,2.0030295,
2025-03-27,34.82244967,2.00626832,
2025-03-28,34.50389452,1.98791501,
2025-03-31,34.26653971,1.95859449,
2025-04-01,34.49140216,1.97144709,
2025-04-02,33.81056862,1.93253225,
2025-04-03,33.7855839,1.93110419,
2025-04-07,32.16782346,1.83863682,
2025-04-08,33.77309154,1.93039015,
2025-04-09,34.71626462,1.9842997,
2025-04-10,34.97860415,1.99929441,
2025-04-11,34.79746495,1.98894092,
2025-04-14,34.47266362,1.97037604,
2025-04-15,34.06041579,1.94681293,
2025-04-16,34.69752608,1.98322865,
2025-04-17,34.66629518,1.98144356,
2025-04-18,34.1166314,1.95002608,
2025-04-21,33.69189121,1.92574893,
2025-04-22,33.54198291,1.91718053,
2025-04-23,33.37958225,1.90789809,
2025-04-24,42.48486421,1.8889762,
2025-04-25,42.86225764,1.90575599,
