date,open,high,low,close,volume
2022-01-04,831.93,833.58,800.77,811.18,2772580.0
2022-01-05,817.78,821.28,795.51,795.72,2191771.0
2022-01-06,789.39,813.72,788.74,807.43,2675548.0
2022-01-07,807.43,810.53,773.55,784.93,2193308.0
2022-01-10,782.8,788.98,759.5,784.38,1959520.0
2022-01-11,786.92,786.92,762.86,764.65,1510508.0
2022-01-12,764.93,774.31,755.3,766.03,1616879.0
2022-01-13,766.47,766.47,721.63,730.77,4669038.0
2022-01-14,721.04,735.03,711.94,715.75,3057942.0
2022-01-17,715.62,723.14,697.82,718.19,2279974.0
2022-01-18,719.95,728.88,704.79,717.75,3570304.0
2022-01-19,712.76,713.69,687.3,698.95,3572783.0
2022-01-20,698.61,710.08,689.84,707.57,4308474.0
2022-01-21,701.35,751.18,697.75,740.53,5113874.0
2022-01-24,744.86,762.86,725.51,743.48,4028017.0
2022-01-25,741.59,754.62,725.07,726.89,3500868.0
2022-01-26,726.89,783.48,726.89,776.16,6393287.0
2022-01-27,773.17,781.7,745.68,750.84,3985020.0
2022-01-28,755.99,756.61,718.19,719.91,3064873.0
2022-02-07,735.44,791.9,735.44,761.32,5888204.0
2022-02-08,761.01,761.01,701.01,724.89,3778989.0
2022-02-09,724.86,783.31,717.78,779.36,3693004.0
2022-02-10,776.61,800.66,768.64,783.65,2970566.0
2022-02-11,796.09,831.8,773.52,818.88,3361196.0
2022-02-14,807.54,842.59,797.23,814.07,1999693.0
2022-02-15,811.52,824.03,800.66,816.37,1426455.0
2022-02-16,813.41,817.85,795.85,799.29,1797422.0
2022-02-17,797.23,805.54,778.6,793.55,2396820.0
2022-02-18,786.92,803.69,776.61,798.09,1432471.0
2022-02-21,793.79,810.97,783.48,791.39,1493021.0
2022-02-22,785.54,792.07,767.61,779.43,1451376.0
2022-02-23,779.43,786.23,761.56,780.42,1375875.0
2022-02-24,779.87,781.94,734.27,745.68,1909053.0
2022-02-25,750.12,762.8,743.59,751.9,1896959.0
2022-02-28,749.09,767.95,735.75,759.43,1941427.0
2022-03-01,765.55,782.31,739.39,766.3,3425050.0
2022-03-02,759.43,761.52,741.83,749.12,1788838.0
2022-03-03,751.18,751.87,721.97,723.35,1957443.0
2022-03-04,723.35,740.53,711.32,736.41,1902872.0
2022-03-07,735.31,735.31,704.45,708.09,3309383.0
2022-03-08,716.44,735.06,690.7,691.87,2426547.0
2022-03-09,692.66,701.22,652.87,677.99,3131493.0
2022-03-10,698.26,702.73,681.22,690.77,3023199.0
2022-03-11,680.67,683.79,649.5,672.15,5243715.0
2022-03-14,663.21,664.9,635.72,640.88,3100890.0
2022-03-15,629.12,629.12,594.93,597.89,3971807.0
2022-03-16,611.25,611.67,570.43,600.53,5067789.0
2022-03-17,608.64,645.62,602.73,632.25,3840806.0
2022-03-18,630.57,644.96,619.23,639.16,2247883.0
2022-03-21,640.88,644.14,629.36,639.16,1406170.0
2022-03-22,642.59,646.51,627.06,634.14,1349193.0
2022-03-23,633.97,648.71,633.97,645.41,2040938.0
2022-03-24,639.16,647.06,628.5,633.56,2064944.0
2022-03-25,637.44,637.44,607.58,612.8,2611588.0
2022-03-28,600.57,604.31,578.44,585.28,3426923.0
2022-03-29,585.52,601.29,556.69,563.76,4440605.0
2022-03-30,566.99,601.36,566.99,594.48,3836213.0
2022-03-31,594.48,596.2,582.46,588.85,1884751.0
2022-04-01,586.68,607.13,580.88,599.64,2433495.0
2022-04-06,597.96,597.96,587.1,589.19,1857889.0
2022-04-07,584.9,596.86,583.52,591.94,2122215.0
2022-04-08,594.42,606.44,580.74,585.96,3443964.0
2022-04-11,581.36,585.83,554.97,564.25,2774898.0
2022-04-12,564.28,590.7,551.77,587.61,4185133.0
2022-04-13,576.89,596.2,572.39,585.34,2218996.0
2022-04-14,591.08,626.2,587.65,621.53,3398122.0
2022-04-15,618.54,661.73,611.67,642.83,5071602.0
2022-04-18,636.41,652.56,632.28,643.28,1635269.0
2022-04-19,639.78,661.05,639.16,640.88,2273778.0
2022-04-20,642.25,665.96,622.32,651.25,3292784.0
2022-04-21,647.82,660.77,618.54,645.03,2285400.0
2022-04-22,642.59,652.9,637.1,643.86,1555387.0
2022-04-25,630.98,635.72,605.45,607.54,1746533.0
2022-04-26,614.42,640.84,608.23,621.98,2265909.0
2022-04-27,621.67,662.21,621.39,662.21,3582866.0
2022-04-28,652.87,699.16,650.22,680.39,2744721.0
2022-04-29,697.13,723.9,659.33,671.84,3240205.0
2022-05-05,686.13,739.02,685.2,704.21,5257888.0
2022-05-06,694.14,696.41,672.15,686.2,2477192.0
2022-05-09,683.73,683.76,643.25,665.99,2848974.0
2022-05-10,648.37,670.12,641.91,661.25,2045034.0
2022-05-11,663.21,716.82,660.36,694.14,3621474.0
2022-05-12,694.07,720.46,681.7,707.44,1998202.0
2022-05-13,706.85,714.31,694.48,701.35,1173268.0
2022-05-16,705.48,719.91,701.05,711.7,1478436.0
2022-05-17,707.61,722.32,704.79,715.0,1473700.0
2022-05-18,714.76,716.58,687.99,708.91,2327810.0
2022-05-19,694.83,706.51,689.71,696.23,1340684.0
2022-05-20,699.98,730.7,699.98,730.7,2382218.0
2022-05-23,730.7,738.02,703.14,709.46,2463726.0
2022-05-24,717.51,718.16,694.48,696.27,1888294.0
2022-05-25,696.27,700.98,663.83,683.42,3062256.0
2022-05-26,680.36,689.64,670.08,687.33,2607628.0
2022-05-27,685.38,707.51,684.86,696.99,1652667.0
2022-05-30,703.73,751.87,697.57,751.87,4009652.0
2022-05-31,742.25,789.94,735.44,783.45,3961108.0
2022-06-01,776.61,793.86,767.33,776.27,1797837.0
2022-06-02,774.31,776.61,753.07,766.3,1414586.0
2022-06-06,760.56,776.61,739.6,774.55,3074125.0
2022-06-07,769.74,809.26,764.58,780.08,3046418.0
2022-06-08,776.99,824.03,776.95,802.66,3344906.0
2022-06-09,797.95,802.38,759.5,767.33,2930909.0
2022-06-10,760.56,767.4,756.06,767.23,4436753.0
2022-06-13,761.78,776.95,751.4,773.61,3089843.0
2022-06-14,766.95,796.83,760.04,785.9,3042377.0
2022-06-15,781.67,815.54,777.47,787.77,2545834.0
2022-06-16,784.62,797.8,779.31,788.75,2069906.0
2022-06-17,784.37,805.16,782.01,792.67,2076748.0
2022-06-20,798.05,828.24,792.25,820.43,2436667.0
2022-06-21,820.43,825.78,785.03,794.33,2442617.0
2022-06-22,792.15,809.85,787.64,789.47,2278854.0
2022-06-23,788.82,797.6,775.66,791.31,2038511.0
2022-06-24,791.14,801.69,782.81,799.5,2275579.0
