date,pe,pb,roe
2025-01-02,16.45828466,3.98949886,
2025-01-03,16.26725851,3.943194,
2025-01-06,15.7182085,3.81010392,
2025-01-07,15.72061135,3.81068637,
2025-01-08,15.58244778,3.77719543,
2025-01-09,15.68817294,3.80282328,
2025-01-10,15.45029132,3.74516062,
2025-01-13,15.52237666,3.76263415,
2025-01-14,15.98132,3.87388231,
2025-01-15,15.95128444,3.86660168,
2025-01-16,15.79630095,3.82903358,
2025-01-17,15.89481759,3.85291407,
2025-01-20,16.13510205,3.91115919,
2025-01-21,16.02577262,3.88465766,
2025-01-22,15.66054023,3.79612509,
2025-01-23,15.45629843,3.74661675,
2025-01-24,15.34456615,3.71953277,
2025-01-27,15.28209219,3.70438904,
2025-02-05,15.0189807,3.64061065,
2025-02-06,15.12590729,3.66652972,
2025-02-07,15.33375335,3.71691174,
2025-02-10,15.32173913,3.71399949,
2025-02-11,15.16915849,3.67701384,
2025-02-12,15.34216331,3.71895032,
2025-02-13,15.79990522,3.82990726,
2025-02-14,15.7662654,3.82175294,
2025-02-17,15.80471091,3.83107216,
2025-02-18,15.64251889,3.79175671,
2025-02-19,15.75184833,3.81825823,
2025-02-20,15.67856156,3.80049348,
2025-02-21,15.75304975,3.81854946,
2025-02-24,15.84676069,3.84126505,
2025-02-25,15.46831266,3.749529,
2025-02-26,15.594462,3.78010769,
2025-02-27,15.94888159,3.86601922,
2025-02-28,15.80831518,3.83194584,
2025-03-03,15.71940992,3.81039514,
2025-03-04,15.58845489,3.77865156,
2025-03-05,15.45149274,3.74545185,
2025-03-06,15.8203294,3.83485809,
2025-03-07,16.19517317,3.92572046,
2025-03-10,15.94167306,3.86427187,
2025-03-11,16.24323007,3.93736949,
2025-03-12,15.97531288,3.87242619,
2025-03-13,15.90563039,3.8555351,
2025-03-14,16.91602658,4.1004558,
2025-03-17,16.80069003,4.07249814,
2025-03-18,16.76584878,4.0640526,
2025-03-19,16.69015918,4.04570539,
2025-03-20,16.33814243,3.9603763,
2025-03-21,16.17114473,3.91989595,
2025-03-24,16.13630348,3.91145041,
2025-03-25,16.0461968,3.88960849,
2025-03-26,16.02096693,3.88349276,
2025-03-27,16.08704516,3.89951016,
2025-03-28,16.00654986,3.87999805,
2025-03-31,15.78068246,3.70256576,
2025-04-01,15.83354505,3.71496872,
2025-04-02,15.75665402,3.69692805,
2025-04-03,15.85877492,3.72088832,
2025-04-07,15.23163245,3.5737441,
2025-04-08,15.70979855,3.68593452,
2025-04-09,15.88881047,3.72793546,
2025-04-10,15.99693849,3.75330515,
2025-04-11,15.81071802,3.7096129,
2025-04-14,15.74343837,3.69382731,
2025-04-15,15.78068246,3.70256576,
2025-04-16,15.89481759,3.72934488,
2025-04-17,15.9224503,3.73582825,
2025-04-18,15.82873936,3.71384118,
2025-04-21,15.65933881,3.67409533,
2025-04-22,15.63050467,3.66733008,
2025-04-23,15.61488618,3.66366557,
2025-04-24,15.50555675,3.63801399,
2025-04-25,15.50435533,3.6377321,
